,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.095 / 1.173 / 99 / 99,1.114 / 1.114 / 99 / 99,1.114 / 1.114 / 99 / 99,1.137 / 1.173 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.000 / 1.039 / 99 / 99,1.000 / 1.039 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,1.880 / 2.081 / 99 / 99,1.010 / 1.539 / 99 / 99,1.000 / 1.000 / 99 / 99
3,1-3,1.023 / 1.320 / 99 / 99,1.542 / 1.825 / 99 / 99,1.396 / 1.551 / 99 / 99,1.231 / 1.409 / 99 / 99
4,1-4,1.427 / 1.754 / 99 / 99,2.390 / 2.496 / 99 / 99,1.632 / 1.952 / 99 / 99,1.447 / 1.754 / 99 / 99
5,1-5,2.039 / 2.378 / 99 / 99,2.304 / 2.427 / 99 / 99,2.243 / 2.452 / 99 / 99,2.106 / 2.378 / 99 / 99
6,2-0,0.897 / 0.897 / 6 / 6,1.138 / 1.152 / 75 / 75,1.117 / 1.152 / 50 / 50,0.980 / 0.980 / 43 / 43
7,2-1,1.935 / 1.935 / 41 / 41,1.750 / 1.866 / 60 / 60,1.954 / 2.077 / 31 / 31,1.935 / 1.935 / 29 / 29
8,2-2,1.272 / 1.767 / 72 / 72,1.138 / 1.928 / 66 / 66,1.173 / 1.767 / 44 / 44,1.277 / 1.767 / 34 / 34
9,2-3,1.691 / 2.440 / 69 / 69,1.811 / 2.007 / 63 / 63,1.830 / 2.309 / 58 / 58,1.675 / 2.309 / 43 / 43
10,2-4,1.323 / 1.780 / 35 / 35,1.110 / 1.214 / 64 / 64,1.256 / 1.453 / 38 / 38,1.270 / 1.780 / 16 / 16
11,2-5,1.597 / 1.849 / 45 / 45,1.328 / 1.858 / 14 / 14,1.702 / 2.157 / 58 / 58,1.583 / 2.100 / 60 / 60
12,2-6,1.108 / 1.758 / 59 / 59,1.187 / 1.475 / 41 / 41,1.315 / 2.010 / 64 / 64,1.173 / 1.704 / 56 / 56
13,2-7,0.895 / 0.895 / 56 / 56,1.035 / 1.035 / 54 / 54,0.902 / 1.300 / 68 / 68,0.895 / 0.895 / 33 / 33
14,2-8,1.790 / 2.114 / 60 / 60,1.378 / 1.859 / 69 / 69,1.748 / 2.114 / 31 / 31,1.658 / 2.114 / 39 / 39
15,2-9,1.513 / 1.513 / 52 / 52,1.513 / 1.513 / 42 / 42,1.513 / 1.513 / 54 / 54,1.513 / 1.513 / 63 / 63
16,2-10,1.414 / 2.131 / 57 / 57,1.261 / 1.977 / 66 / 66,1.270 / 1.977 / 49 / 49,1.225 / 2.131 / 67 / 67
17,2-11,1.579 / 1.904 / 52 / 52,2.096 / 2.432 / 49 / 49,1.694 / 2.285 / 60 / 60,1.388 / 1.766 / 38 / 38
