,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.500 / 1.637 /  9,1.841 / 1.887 /  6,1.932 / 2.021 /  9,1.440 / 1.637 /  9,1.249 / 1.281 /  9
1,1-1,1.027 / 1.242 /  9,1.397 / 1.784 /  9,1.320 / 1.320 /  9,1.054 / 1.242 /  9,1.471 / 1.492 /  9
2,1-2,1.000 / 1.000 /  9,1.618 / 2.112 /  9,1.230 / 1.848 /  9,1.096 / 1.433 /  9,1.000 / 1.000 /  9
3,1-3,1.440 / 1.440 /  9,1.614 / 1.614 /  9,1.614 / 1.614 /  9,1.532 / 1.853 /  9,1.440 / 1.440 /  9
4,1-4,1.000 / 1.000 /  9,1.743 / 1.905 /  9,1.403 / 1.726 /  9,1.000 / 1.000 /  9,1.031 / 1.277 /  9
5,1-5,1.389 / 1.389 /  9,1.692 / 1.765 /  9,2.133 / 2.425 /  9,1.303 / 1.389 /  9,1.389 / 1.389 /  9
6,2-0,2.146 / 2.146 /  6,2.329 / 2.450 /  4,2.170 / 2.245 /  8,2.178 / 2.242 /  6,2.151 / 2.180 /  7
7,2-1,0.919 / 0.919 / 10,118.608 / 471.665 /  8,133.333 / 294.892 /  4,0.919 / 0.919 /  4,0.919 / 0.919 /  6
8,2-2,0.909 / 0.909 /  8,0.909 / 0.909 /  8,0.909 / 0.909 /  9,0.909 / 0.909 /  8,0.909 / 0.909 / 10
9,2-3,2.189 / 2.189 / 11,2.366 / 2.504 /  5,2.217 / 2.369 /  8,2.189 / 2.189 /  5,2.189 / 2.189 /  6
10,2-4,1.838 / 1.838 /  9,73.613 / 521.836 /  8,134.944 / 348.491 / 10,1.908 / 2.317 /  9,1.881 / 2.227 /  9
11,2-5,1.840 / 2.149 /  7,60.005 / 367.550 /  8,173.222 / 262.952 /  7,1.750 / 1.788 /  6,1.788 / 1.788 /  6
12,2-6,1.442 / 1.468 /  8,0.909 / 0.909 /  1,0.737 / 0.909 /  6,1.438 / 1.468 /  8,1.433 / 1.433 /  7
13,2-7,1.353 / 1.353 /  9,44.105 / 155.322 /  6,360.061 / 411.568 /  5,1.353 / 1.353 /  8,1.353 / 1.353 /  8
14,2-8,1.417 / 1.744 /  8,1.514 / 1.862 /  8,1.389 / 1.880 /  7,1.298 / 1.744 /  9,1.499 / 1.836 /  5
15,2-9,1.756 / 1.756 /  8,56.433 / 277.994 /  5,539.940 / 1436.049 /  8,1.828 / 2.188 /  6,1.756 / 1.756 /  6
16,2-10,1.333 / 1.754 /  9,1.458 / 1.730 /  9,1.104 / 1.666 /  8,1.285 / 1.666 / 10,1.550 / 2.043 /  5
17,2-11,0.889 / 0.889 /  7,66.502 / 327.557 /  5,1.007 / 1.834 /  8,0.889 / 0.889 /  4,0.889 / 0.889 /  6
