,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.114 / 1.534 / 99 / 99,1.205 / 1.534 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.074 / 1.277 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.368 / 1.703 / 99 / 99,1.974 / 2.416 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.409 / 1.703 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.125 / 1.596 / 99 / 99,1.680 / 1.742 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.221 / 1.658 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,0.841 / 1.000 / 99 / 99,0.841 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,0.841 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.171 / 1.639 / 99 / 99,1.198 / 1.650 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.372 / 1.756 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,1.103 / 1.309 / 99 / 99,1.540 / 1.710 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.190 / 1.309 / 99 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,1.623 / 2.186 / 99 / 99,2.311 / 2.652 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.704 / 2.186 / 99 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,1.036 / 1.349 / 99 / 99,1.044 / 1.349 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.026 / 1.349 / 99 / 99,-1.000 / -1.000 / 0 / 99
8,2-0,1.180 / 2.159 / 51 / 51,1.492 / 2.526 / 68 / 68,-1.000 / -1.000 / 0 / 44,1.760 / 3.284 / 50 / 50,-1.000 / -1.000 / 0 / 55
9,2-1,0.950 / 1.275 / 38 / 38,1.181 / 1.660 / 58 / 58,-1.000 / -1.000 / 0 / 51,1.046 / 1.660 / 59 / 59,-1.000 / -1.000 / 0 / 49
10,2-2,1.103 / 1.676 / 42 / 42,1.206 / 1.900 / 53 / 53,-1.000 / -1.000 / 0 / 46,0.946 / 1.676 / 36 / 36,-1.000 / -1.000 / 0 / 37
11,2-3,1.952 / 2.996 / 64 / 64,1.376 / 2.212 / 28 / 28,-1.000 / -1.000 / 0 / 34,1.771 / 2.996 / 66 / 66,-1.000 / -1.000 / 0 / 30
12,2-4,1.299 / 1.664 / 57 / 57,1.141 / 1.280 / 42 / 42,-1.000 / -1.000 / 0 / 56,1.156 / 1.280 / 63 / 63,-1.000 / -1.000 / 0 / 66
13,2-5,0.934 / 1.210 / 46 / 46,0.987 / 1.249 / 37 / 37,-1.000 / -1.000 / 0 / 21,1.025 / 1.566 / 46 / 46,-1.000 / -1.000 / 0 / 35
14,2-6,1.128 / 1.764 / 54 / 54,1.157 / 1.587 / 65 / 65,-1.000 / -1.000 / 0 / 44,1.006 / 1.587 / 78 / 78,-1.000 / -1.000 / 0 / 38
15,2-7,1.061 / 1.333 / 37 / 37,1.037 / 1.749 / 46 / 46,-1.000 / -1.000 / 0 / 61,1.177 / 1.347 / 50 / 50,-1.000 / -1.000 / 0 / 49
16,2-8,0.985 / 1.064 / 38 / 38,1.065 / 1.381 / 40 / 40,-1.000 / -1.000 / 0 / 67,1.092 / 1.381 / 33 / 33,-1.000 / -1.000 / 0 / 58
17,2-9,1.097 / 1.495 / 50 / 50,1.229 / 1.635 / 40 / 40,-1.000 / -1.000 / 0 / 74,1.189 / 1.495 / 37 / 37,-1.000 / -1.000 / 0 / 53
18,2-10,0.966 / 1.205 / 57 / 57,1.030 / 1.267 / 67 / 67,-1.000 / -1.000 / 0 / 58,0.966 / 1.267 / 49 / 49,-1.000 / -1.000 / 0 / 22
19,2-11,1.268 / 1.872 / 40 / 40,1.161 / 1.859 / 63 / 63,-1.000 / -1.000 / 0 / 66,1.240 / 1.616 / 37 / 37,-1.000 / -1.000 / 0 / 59
