,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.192 / 1.752 / 99 / 99,1.344 / 1.752 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.283 / 1.752 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.085 / 2.016 / 99 / 99,1.072 / 1.697 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.022 / 1.672 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.219 / 1.833 / 99 / 99,1.201 / 1.698 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.344 / 1.705 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.214 / 1.407 / 99 / 99,1.595 / 2.282 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.238 / 1.407 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.098 / 1.418 / 99 / 99,1.445 / 1.750 / 99 / 99,-1.000 / -1.000 / 0 / 99,0.982 / 1.108 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,1.376 / 1.502 / 99 / 99,1.399 / 1.502 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.386 / 1.502 / 99 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,1.444 / 1.625 / 99 / 99,1.367 / 1.625 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.415 / 1.625 / 99 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,1.223 / 1.581 / 99 / 99,1.278 / 1.662 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.789 / 2.375 / 99 / 99,-1.000 / -1.000 / 0 / 99
8,2-0,1.452 / 2.103 / 55 / 55,1.399 / 2.103 / 52 / 52,-1.000 / -1.000 / 0 / 61,1.464 / 2.103 / 35 / 35,-1.000 / -1.000 / 0 / 46
9,2-1,1.019 / 1.410 / 45 / 45,1.259 / 1.424 / 39 / 39,-1.000 / -1.000 / 0 / 45,1.144 / 1.681 / 27 / 27,-1.000 / -1.000 / 0 / 61
10,2-2,0.890 / 0.890 / 52 / 52,0.890 / 0.890 / 59 / 59,-1.000 / -1.000 / 0 / 61,0.890 / 0.890 / 29 / 29,-1.000 / -1.000 / 0 / 45
11,2-3,1.304 / 1.727 / 28 / 28,1.078 / 1.605 / 47 / 47,-1.000 / -1.000 / 0 / 42,1.144 / 1.471 / 58 / 58,-1.000 / -1.000 / 0 / 56
12,2-4,1.409 / 1.918 / 51 / 51,1.345 / 1.681 / 66 / 66,-1.000 / -1.000 / 0 / 46,1.392 / 2.127 / 47 / 47,-1.000 / -1.000 / 0 / 61
13,2-5,1.117 / 1.525 / 26 / 26,1.227 / 1.802 / 71 / 71,-1.000 / -1.000 / 0 / 61,1.247 / 1.875 / 49 / 49,-1.000 / -1.000 / 0 / 68
14,2-6,1.231 / 1.549 / 49 / 49,1.027 / 1.222 / 65 / 65,-1.000 / -1.000 / 0 / 51,1.323 / 1.907 / 58 / 58,-1.000 / -1.000 / 0 / 37
15,2-7,1.375 / 1.740 / 42 / 42,1.299 / 1.816 / 54 / 54,-1.000 / -1.000 / 0 / 50,1.414 / 2.060 / 59 / 59,-1.000 / -1.000 / 0 / 45
16,2-8,1.295 / 1.862 / 49 / 49,1.180 / 1.680 / 42 / 42,-1.000 / -1.000 / 0 / 72,1.095 / 1.538 / 56 / 56,-1.000 / -1.000 / 0 / 38
17,2-9,1.018 / 1.215 / 21 / 21,1.238 / 1.749 / 57 / 57,-1.000 / -1.000 / 0 / 47,1.175 / 1.749 / 66 / 66,-1.000 / -1.000 / 0 / 46
18,2-10,1.314 / 1.987 / 50 / 50,1.169 / 1.674 / 35 / 35,-1.000 / -1.000 / 0 / 65,1.314 / 1.964 / 56 / 56,-1.000 / -1.000 / 0 / 40
19,2-11,1.197 / 2.049 / 61 / 61,1.664 / 2.305 / 38 / 38,-1.000 / -1.000 / 0 / 48,1.472 / 2.095 / 59 / 59,-1.000 / -1.000 / 0 / 25
20,2-12,0.952 / 0.952 / 52 / 52,1.932 / 2.438 / 65 / 65,-1.000 / -1.000 / 0 / 48,0.952 / 0.952 / 58 / 58,-1.000 / -1.000 / 0 / 22
21,2-13,1.154 / 1.972 / 45 / 45,1.077 / 1.477 / 66 / 66,-1.000 / -1.000 / 0 / 52,0.892 / 0.892 / 13 / 13,-1.000 / -1.000 / 0 / 46
22,2-14,1.361 / 1.992 / 72 / 72,1.310 / 1.779 / 35 / 35,-1.000 / -1.000 / 0 / 73,1.391 / 2.078 / 52 / 52,-1.000 / -1.000 / 0 / 39
23,2-15,1.355 / 1.977 / 63 / 63,1.327 / 2.052 / 51 / 51,-1.000 / -1.000 / 0 / 68,1.607 / 2.250 / 41 / 41,-1.000 / -1.000 / 0 / 49
24,2-16,0.896 / 0.896 / 53 / 53,0.896 / 0.896 / 20 / 20,-1.000 / -1.000 / 0 / 59,0.896 / 0.896 / 47 / 47,-1.000 / -1.000 / 0 / 50
25,2-17,1.143 / 1.454 / 34 / 34,1.181 / 1.645 / 44 / 44,-1.000 / -1.000 / 0 / 37,1.116 / 1.539 / 59 / 59,-1.000 / -1.000 / 0 / 69
26,2-18,1.411 / 1.929 / 67 / 67,1.923 / 2.520 / 81 / 81,-1.000 / -1.000 / 0 / 37,1.156 / 1.845 / 53 / 53,-1.000 / -1.000 / 0 / 50
27,2-19,1.333 / 1.827 / 50 / 50,1.426 / 2.237 / 55 / 55,-1.000 / -1.000 / 0 / 25,1.577 / 2.503 / 58 / 58,-1.000 / -1.000 / 0 / 62
28,2-20,1.284 / 1.914 / 43 / 43,1.180 / 1.914 / 58 / 58,-1.000 / -1.000 / 0 / 50,1.099 / 1.791 / 47 / 47,-1.000 / -1.000 / 0 / 50
29,2-21,1.266 / 1.484 / 36 / 36,1.088 / 1.636 / 34 / 34,-1.000 / -1.000 / 0 / 40,1.216 / 1.314 / 61 / 61,-1.000 / -1.000 / 0 / 56
30,2-22,0.661 / 0.972 / 24 / 24,1.412 / 1.685 / 39 / 39,-1.000 / -1.000 / 0 / 62,1.323 / 1.761 / 68 / 68,-1.000 / -1.000 / 0 / 55
31,2-23,1.560 / 2.366 / 61 / 61,1.504 / 2.366 / 63 / 63,-1.000 / -1.000 / 0 / 29,1.606 / 2.785 / 37 / 37,-1.000 / -1.000 / 0 / 65
32,2-24,1.364 / 1.870 / 66 / 66,1.429 / 2.148 / 42 / 42,-1.000 / -1.000 / 0 / 45,1.057 / 1.924 / 66 / 66,-1.000 / -1.000 / 0 / 46
33,2-25,1.278 / 2.131 / 53 / 53,1.180 / 1.827 / 69 / 69,-1.000 / -1.000 / 0 / 61,1.149 / 1.827 / 39 / 39,-1.000 / -1.000 / 0 / 47
34,2-26,1.153 / 1.716 / 51 / 51,1.136 / 1.584 / 53 / 53,-1.000 / -1.000 / 0 / 73,1.307 / 1.921 / 53 / 53,-1.000 / -1.000 / 0 / 63
35,2-27,1.040 / 1.626 / 38 / 38,0.697 / 0.697 / 31 / 31,-1.000 / -1.000 / 0 / 40,1.424 / 1.788 / 42 / 42,-1.000 / -1.000 / 0 / 37
36,2-28,0.926 / 0.980 / 41 / 41,0.924 / 0.980 / 16 / 16,-1.000 / -1.000 / 0 / 42,0.924 / 0.980 / 32 / 32,-1.000 / -1.000 / 0 / 59
37,2-29,0.908 / 0.908 / 63 / 63,0.908 / 0.908 / 65 / 65,-1.000 / -1.000 / 0 / 43,0.908 / 0.908 / 44 / 44,-1.000 / -1.000 / 0 / 73
38,2-30,1.171 / 1.883 / 46 / 46,1.393 / 1.876 / 64 / 64,-1.000 / -1.000 / 0 / 70,1.434 / 2.356 / 56 / 56,-1.000 / -1.000 / 0 / 54
39,2-31,1.003 / 1.317 / 52 / 52,1.241 / 1.716 / 59 / 59,-1.000 / -1.000 / 0 / 48,1.277 / 2.116 / 71 / 71,-1.000 / -1.000 / 0 / 73
