,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.542 / 2.039 / 99 / 99,1.430 / 2.048 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.544 / 2.265 / 99 / 99,2.807 / 3.564 / 99 / 99
1,1-1,1.672 / 2.757 / 99 / 99,2.037 / 2.805 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.603 / 2.478 / 99 / 99,1.997 / 3.122 / 99 / 99
2,1-2,1.250 / 1.490 / 99 / 99,1.111 / 1.697 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.341 / 1.562 / 99 / 99,1.209 / 2.318 / 99 / 99
3,1-3,1.836 / 2.142 / 99 / 99,1.396 / 1.989 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.740 / 2.077 / 99 / 99,1.946 / 2.352 / 99 / 99
4,1-4,1.516 / 1.748 / 99 / 99,1.490 / 1.883 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.624 / 2.000 / 99 / 99,2.207 / 2.977 / 99 / 99
5,1-5,1.954 / 2.354 / 99 / 99,2.735 / 3.156 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.735 / 2.354 / 99 / 99,2.294 / 3.069 / 99 / 99
6,1-6,1.761 / 2.238 / 99 / 99,2.876 / 3.068 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.682 / 2.256 / 99 / 99,1.671 / 2.307 / 99 / 99
7,1-7,1.170 / 1.395 / 99 / 99,1.395 / 1.828 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.196 / 1.395 / 99 / 99,2.091 / 2.754 / 99 / 99
8,2-0,1.005 / 1.382 / 44 / 44,1.000 / 1.382 / 56 / 56,-1.000 / -1.000 / 0 / 42,0.940 / 1.425 / 48 / 48,0.842 / 1.142 / 62 / 62
9,2-1,1.222 / 1.713 / 59 / 59,1.034 / 1.713 / 60 / 60,-1.000 / -1.000 / 0 / 68,1.002 / 1.324 / 54 / 54,1.004 / 1.324 / 53 / 53
10,2-2,1.096 / 1.239 / 56 / 56,1.035 / 1.239 / 29 / 29,-1.000 / -1.000 / 0 / 70,0.891 / 0.891 / 44 / 44,1.156 / 1.239 / 46 / 46
11,2-3,0.977 / 1.157 / 43 / 43,0.995 / 1.157 / 57 / 57,-1.000 / -1.000 / 0 / 52,0.988 / 1.157 / 75 / 75,0.938 / 1.157 / 49 / 49
12,2-4,1.257 / 1.578 / 47 / 47,2.099 / 2.507 / 61 / 61,-1.000 / -1.000 / 0 / 17,1.250 / 1.578 / 42 / 42,1.310 / 1.578 / 73 / 73
13,2-5,0.954 / 1.194 / 52 / 52,0.912 / 1.214 / 55 / 55,-1.000 / -1.000 / 0 / 56,1.004 / 1.194 / 53 / 53,0.990 / 1.214 / 55 / 55
14,2-6,1.069 / 1.470 / 44 / 44,1.196 / 1.859 / 48 / 48,-1.000 / -1.000 / 0 / 41,1.314 / 1.470 / 48 / 48,0.975 / 1.676 / 44 / 44
15,2-7,1.210 / 1.523 / 59 / 59,1.099 / 1.523 / 40 / 40,-1.000 / -1.000 / 0 / 51,1.082 / 1.466 / 30 / 30,1.090 / 1.523 / 63 / 63
16,2-8,1.109 / 1.568 / 37 / 37,0.996 / 1.568 / 22 / 22,-1.000 / -1.000 / 0 / 57,0.986 / 1.568 / 59 / 59,0.930 / 1.234 / 32 / 32
17,2-9,1.407 / 1.894 / 56 / 56,1.350 / 1.966 / 60 / 60,-1.000 / -1.000 / 0 / 44,1.241 / 1.624 / 58 / 58,1.376 / 2.307 / 60 / 60
18,2-10,0.889 / 0.889 / 47 / 47,0.889 / 0.889 / 29 / 29,-1.000 / -1.000 / 0 / 39,0.889 / 0.889 / 49 / 49,0.889 / 0.889 / 22 / 22
19,2-11,1.337 / 1.789 / 49 / 49,1.368 / 1.828 / 57 / 57,-1.000 / -1.000 / 0 / 53,1.343 / 1.917 / 30 / 30,1.522 / 2.239 / 55 / 55
20,2-12,1.106 / 2.124 / 65 / 65,1.131 / 1.755 / 52 / 52,-1.000 / -1.000 / 0 / 45,1.146 / 1.755 / 45 / 45,1.258 / 1.755 / 54 / 54
21,2-13,0.790 / 1.041 / 50 / 50,0.907 / 1.383 / 49 / 49,-1.000 / -1.000 / 0 / 38,0.848 / 1.041 / 66 / 66,0.850 / 1.187 / 33 / 33
22,2-14,1.016 / 1.493 / 44 / 44,1.162 / 1.529 / 57 / 57,-1.000 / -1.000 / 0 / 82,1.139 / 1.529 / 52 / 52,1.214 / 1.529 / 37 / 37
23,2-15,1.095 / 1.454 / 42 / 42,1.431 / 1.934 / 71 / 71,-1.000 / -1.000 / 0 / 37,0.973 / 1.109 / 54 / 54,1.114 / 1.454 / 46 / 46
24,2-16,0.961 / 1.405 / 48 / 48,0.952 / 0.952 / 40 / 40,-1.000 / -1.000 / 0 / 42,0.952 / 0.952 / 55 / 55,0.962 / 1.405 / 44 / 44
25,2-17,0.921 / 1.241 / 27 / 27,1.026 / 1.241 / 37 / 37,-1.000 / -1.000 / 0 / 74,0.978 / 1.241 / 71 / 71,0.982 / 1.241 / 40 / 40
26,2-18,0.899 / 0.899 / 52 / 52,0.899 / 0.899 / 43 / 43,-1.000 / -1.000 / 0 / 50,1.346 / 1.717 / 60 / 60,0.899 / 0.899 / 67 / 67
27,2-19,1.164 / 2.107 / 48 / 48,2.170 / 3.121 / 55 / 55,-1.000 / -1.000 / 0 / 37,1.524 / 3.057 / 35 / 35,1.410 / 3.057 / 50 / 50
28,2-20,0.914 / 0.945 / 63 / 63,0.907 / 0.945 / 44 / 44,-1.000 / -1.000 / 0 / 38,0.929 / 0.945 / 33 / 33,0.922 / 0.945 / 52 / 52
29,2-21,1.282 / 1.956 / 46 / 46,1.147 / 1.956 / 58 / 58,-1.000 / -1.000 / 0 / 53,1.187 / 1.956 / 29 / 29,1.071 / 1.956 / 47 / 47
30,2-22,0.893 / 0.893 / 58 / 58,0.893 / 0.893 / 63 / 63,-1.000 / -1.000 / 0 / 88,0.893 / 0.893 / 43 / 43,0.893 / 0.893 / 41 / 41
31,2-23,0.898 / 0.900 / 24 / 24,0.896 / 0.900 / 38 / 38,-1.000 / -1.000 / 0 / 68,0.897 / 0.900 / 61 / 61,0.896 / 0.900 / 64 / 64
32,2-24,1.104 / 1.776 / 63 / 63,1.385 / 2.153 / 58 / 58,-1.000 / -1.000 / 0 / 74,1.272 / 2.179 / 66 / 66,0.933 / 1.285 / 46 / 46
33,2-25,1.562 / 2.048 / 72 / 72,1.344 / 1.846 / 59 / 59,-1.000 / -1.000 / 0 / 45,1.454 / 1.853 / 61 / 61,1.309 / 1.768 / 43 / 43
34,2-26,1.265 / 1.768 / 71 / 71,1.141 / 1.669 / 60 / 60,-1.000 / -1.000 / 0 / 53,1.245 / 2.037 / 75 / 75,1.172 / 1.768 / 51 / 51
35,2-27,1.189 / 2.228 / 52 / 52,1.272 / 2.228 / 32 / 32,-1.000 / -1.000 / 0 / 45,1.025 / 1.889 / 29 / 29,1.516 / 2.228 / 60 / 60
