,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,2.652 / 3.311 / 99 / 99,-1.000 / -1.000 / 0 / 99,3.102 / 3.927 / 99 / 99,2.193 / 3.244 / 99 / 99,2.436 / 3.313 / 99 / 99
1,1-1,1.119 / 1.295 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.309 / 2.474 / 99 / 99,1.179 / 1.301 / 99 / 99,1.362 / 1.676 / 99 / 99
2,1-2,1.200 / 1.564 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.018 / 2.880 / 99 / 99,1.279 / 1.822 / 99 / 99,1.443 / 1.812 / 99 / 99
3,1-3,1.481 / 2.384 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.769 / 2.236 / 99 / 99,1.616 / 2.290 / 99 / 99,1.239 / 1.801 / 99 / 99
4,1-4,1.537 / 1.733 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.396 / 2.574 / 99 / 99,1.520 / 1.648 / 99 / 99,1.748 / 1.944 / 99 / 99
5,1-5,1.140 / 1.348 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.036 / 2.277 / 38 / 99,1.133 / 1.320 / 99 / 99,1.901 / 2.039 / 99 / 99
6,1-6,1.965 / 2.897 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.212 / 1.483 / 99 / 99,2.292 / 2.898 / 99 / 99,1.942 / 2.723 / 99 / 99
7,1-7,1.481 / 1.644 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.400 / 2.042 / 99 / 99,1.426 / 1.644 / 99 / 99,1.436 / 1.644 / 99 / 99
8,2-0,1.023 / 1.461 / 61 / 61,-1.000 / -1.000 / 0 / 27,1.104 / 1.461 / 24 / 24,1.047 / 1.461 / 61 / 61,0.902 / 1.309 / 61 / 61
9,2-1,1.043 / 1.308 / 47 / 47,-1.000 / -1.000 / 0 / 75,1.076 / 1.710 / 68 / 68,0.992 / 1.321 / 11 / 11,1.075 / 1.321 / 68 / 68
10,2-2,1.223 / 1.771 / 57 / 57,-1.000 / -1.000 / 0 / 52,1.519 / 1.967 / 64 / 64,1.092 / 1.771 / 49 / 49,1.207 / 1.771 / 59 / 59
11,2-3,0.958 / 1.516 / 36 / 36,-1.000 / -1.000 / 0 / 21,1.102 / 1.670 / 36 / 36,1.014 / 1.516 / 43 / 43,0.972 / 1.516 / 49 / 49
12,2-4,0.857 / 0.980 / 65 / 65,-1.000 / -1.000 / 0 / 39,2.096 / 2.522 / 51 / 51,1.028 / 1.285 / 40 / 40,0.983 / 1.327 / 53 / 53
13,2-5,1.046 / 1.486 / 17 / 17,-1.000 / -1.000 / 0 / 43,1.212 / 1.785 / 57 / 57,1.182 / 1.843 / 60 / 60,1.018 / 1.809 / 24 / 24
14,2-6,0.909 / 0.909 / 39 / 39,-1.000 / -1.000 / 0 / 47,1.899 / 2.114 / 75 / 75,0.915 / 0.915 / 57 / 57,1.125 / 1.159 / 41 / 41
15,2-7,0.950 / 1.590 / 51 / 51,-1.000 / -1.000 / 0 / 45,0.938 / 1.213 / 62 / 62,0.957 / 1.281 / 47 / 47,1.088 / 1.590 / 65 / 65
16,2-8,1.131 / 2.015 / 44 / 44,-1.000 / -1.000 / 0 / 71,1.177 / 1.707 / 47 / 47,1.092 / 2.015 / 42 / 42,1.202 / 1.964 / 50 / 50
17,2-9,1.033 / 1.284 / 67 / 67,-1.000 / -1.000 / 0 / 31,1.021 / 1.284 / 30 / 30,1.078 / 1.284 / 40 / 40,0.977 / 1.284 / 38 / 38
18,2-10,1.348 / 1.909 / 51 / 51,-1.000 / -1.000 / 0 / 57,1.106 / 1.620 / 42 / 42,1.226 / 1.620 / 51 / 51,1.171 / 1.620 / 64 / 64
19,2-11,1.302 / 2.311 / 70 / 70,-1.000 / -1.000 / 0 / 54,0.909 / 0.909 / 21 / 21,1.143 / 2.205 / 71 / 71,1.338 / 2.257 / 73 / 73
20,2-12,0.927 / 0.959 / 63 / 63,-1.000 / -1.000 / 0 / 57,0.932 / 0.959 / 40 / 40,0.920 / 0.920 / 51 / 51,0.920 / 0.920 / 56 / 56
