,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 / 99 / 99,1.472 / 1.881 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.250 / 1.303 / 99 / 99,1.259 / 1.932 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.188 / 1.303 / 99 / 99,1.219 / 1.554 / 99 / 99
2,1-2,1.390 / 1.390 / 99 / 99,1.688 / 1.688 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.390 / 1.390 / 99 / 99,1.390 / 1.390 / 99 / 99
3,1-3,1.253 / 1.549 / 99 / 99,1.468 / 1.783 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.303 / 1.832 / 99 / 99,1.385 / 1.844 / 99 / 99
4,1-4,1.368 / 1.803 / 99 / 99,2.023 / 2.230 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.192 / 1.422 / 99 / 99,1.370 / 1.803 / 99 / 99
5,1-5,1.809 / 2.334 / 99 / 99,2.212 / 2.737 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.769 / 2.334 / 99 / 99,1.996 / 2.523 / 99 / 99
6,1-6,1.351 / 1.604 / 99 / 99,1.258 / 1.823 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.350 / 1.711 / 99 / 99,1.389 / 1.604 / 99 / 99
7,1-7,1.248 / 1.570 / 99 / 99,1.256 / 1.453 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.259 / 1.570 / 99 / 99,1.237 / 1.532 / 99 / 99
8,2-0,0.941 / 0.941 / 59 / 59,0.941 / 0.941 / 61 / 61,-1.000 / -1.000 / 0 / 59,0.941 / 0.941 / 48 / 48,0.941 / 0.941 / 37 / 37
9,2-1,1.313 / 1.692 / 36 / 36,1.238 / 1.502 / 62 / 62,-1.000 / -1.000 / 0 / 56,1.397 / 1.771 / 48 / 48,1.324 / 1.710 / 55 / 55
10,2-2,0.936 / 1.266 / 49 / 49,1.029 / 1.266 / 59 / 59,-1.000 / -1.000 / 0 / 45,0.955 / 1.314 / 33 / 33,1.027 / 1.266 / 37 / 37
11,2-3,1.015 / 1.251 / 35 / 35,1.031 / 1.583 / 60 / 60,-1.000 / -1.000 / 0 / 35,1.114 / 1.583 / 65 / 65,1.103 / 1.251 / 67 / 67
12,2-4,1.267 / 1.559 / 67 / 67,1.146 / 1.559 / 39 / 39,-1.000 / -1.000 / 0 / 46,1.183 / 1.622 / 49 / 49,1.165 / 1.668 / 46 / 46
13,2-5,1.138 / 1.855 / 55 / 55,1.257 / 1.850 / 45 / 45,-1.000 / -1.000 / 0 / 34,1.038 / 1.655 / 54 / 54,1.148 / 1.850 / 53 / 53
14,2-6,1.166 / 1.584 / 29 / 29,1.241 / 1.927 / 33 / 33,-1.000 / -1.000 / 0 / 37,1.268 / 1.927 / 47 / 47,1.315 / 1.927 / 44 / 44
15,2-7,1.266 / 2.090 / 58 / 58,1.161 / 1.709 / 45 / 45,-1.000 / -1.000 / 0 / 52,1.128 / 1.310 / 21 / 21,1.322 / 1.709 / 42 / 42
16,2-8,1.008 / 1.161 / 70 / 70,0.961 / 1.161 / 75 / 75,-1.000 / -1.000 / 0 / 41,1.033 / 1.161 / 44 / 44,0.996 / 1.646 / 77 / 77
17,2-9,1.139 / 1.895 / 33 / 33,1.030 / 1.636 / 49 / 49,-1.000 / -1.000 / 0 / 44,1.078 / 1.656 / 41 / 41,1.031 / 1.636 / 46 / 46
