,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.142 / 1.624 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.105 / 1.624 / 99 / 99,1.125 / 1.624 / 99 / 99
1,1-1,1.187 / 1.334 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.196 / 1.555 / 99 / 99,1.144 / 1.334 / 99 / 99
2,1-2,1.314 / 1.640 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.278 / 1.640 / 99 / 99,1.385 / 1.640 / 99 / 99
3,1-3,1.136 / 1.392 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.488 / 1.703 / 99 / 99,1.417 / 1.703 / 99 / 99
4,1-4,1.414 / 2.099 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.343 / 1.721 / 99 / 99,1.215 / 1.721 / 99 / 99
5,1-5,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.267 / 1.867 / 99 / 99
6,1-6,1.805 / 2.202 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.851 / 2.209 / 99 / 99,1.727 / 2.549 / 99 / 99
7,1-7,1.545 / 1.955 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.841 / 1.987 / 99 / 99,1.561 / 1.955 / 99 / 99
8,2-0,1.143 / 1.930 / 43 / 43,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 60,1.142 / 1.930 / 71 / 71,1.137 / 1.592 / 57 / 57
9,2-1,1.042 / 1.274 / 47 / 47,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 31,0.935 / 1.274 / 51 / 51,1.059 / 1.413 / 50 / 50
10,2-2,0.947 / 1.479 / 32 / 32,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 55,1.081 / 1.479 / 40 / 40,1.843 / 2.057 / 49 / 49
11,2-3,1.048 / 1.645 / 58 / 58,-1.000 / -1.000 / 0 / 27,-1.000 / -1.000 / 0 / 37,0.947 / 1.029 / 30 / 30,0.998 / 1.645 / 41 / 41
12,2-4,0.971 / 1.171 / 59 / 59,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 38,1.050 / 1.321 / 45 / 45,0.995 / 1.321 / 66 / 66
13,2-5,1.463 / 2.009 / 54 / 54,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 49,1.288 / 2.009 / 67 / 67,1.078 / 1.651 / 50 / 50
14,2-6,0.965 / 1.360 / 59 / 59,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 68,1.048 / 1.243 / 18 / 18,0.987 / 1.360 / 37 / 37
15,2-7,1.243 / 1.839 / 45 / 45,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 58,1.092 / 1.839 / 42 / 42,1.188 / 1.946 / 47 / 47
16,2-8,0.950 / 1.185 / 32 / 32,-1.000 / -1.000 / 0 / 38,-1.000 / -1.000 / 0 / 45,0.931 / 1.185 / 41 / 41,0.947 / 1.185 / 34 / 34
17,2-9,1.066 / 1.257 / 31 / 31,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 61,0.943 / 1.257 / 49 / 49,1.010 / 1.442 / 67 / 67
18,2-10,1.224 / 2.016 / 44 / 44,-1.000 / -1.000 / 0 / 63,-1.000 / -1.000 / 0 / 67,1.089 / 2.016 / 56 / 56,0.948 / 2.016 / 43 / 43
19,2-11,1.037 / 1.421 / 35 / 35,-1.000 / -1.000 / 0 / 38,-1.000 / -1.000 / 0 / 20,0.999 / 1.439 / 42 / 42,1.226 / 1.427 / 52 / 52
20,2-12,1.178 / 1.838 / 73 / 73,-1.000 / -1.000 / 0 / 35,-1.000 / -1.000 / 0 / 36,1.085 / 1.526 / 59 / 59,1.101 / 1.526 / 38 / 38
21,2-13,0.969 / 1.721 / 53 / 53,-1.000 / -1.000 / 0 / 65,-1.000 / -1.000 / 0 / 46,0.977 / 1.362 / 34 / 34,1.043 / 1.459 / 33 / 33
22,2-14,0.908 / 0.908 / 42 / 42,-1.000 / -1.000 / 0 / 29,-1.000 / -1.000 / 0 / 26,0.918 / 1.339 / 46 / 46,0.908 / 0.908 / 41 / 41
23,2-15,1.453 / 1.708 / 67 / 67,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 29,1.574 / 2.005 / 45 / 45,1.544 / 2.005 / 59 / 59
24,2-16,1.199 / 1.657 / 65 / 65,-1.000 / -1.000 / 0 / 62,-1.000 / -1.000 / 0 / 62,1.343 / 1.668 / 36 / 36,1.296 / 1.668 / 53 / 53
25,2-17,1.468 / 2.188 / 79 / 79,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 53,1.267 / 2.330 / 75 / 75,1.292 / 2.330 / 44 / 44
26,2-18,1.178 / 1.472 / 59 / 59,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 68,1.181 / 1.472 / 62 / 62,1.122 / 1.472 / 83 / 83
27,2-19,1.098 / 1.433 / 75 / 75,-1.000 / -1.000 / 0 / 84,-1.000 / -1.000 / 0 / 51,1.114 / 1.450 / 50 / 50,1.021 / 1.383 / 36 / 36
28,2-20,1.245 / 1.779 / 61 / 61,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 35,1.166 / 1.779 / 62 / 62,1.415 / 2.026 / 36 / 36
29,2-21,1.125 / 1.504 / 39 / 39,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 28,1.165 / 1.504 / 64 / 64,1.164 / 1.504 / 35 / 35
30,2-22,1.055 / 1.284 / 43 / 43,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 61,1.116 / 1.261 / 45 / 45,1.009 / 1.284 / 56 / 56
31,2-23,1.357 / 2.078 / 40 / 40,-1.000 / -1.000 / 0 / 69,-1.000 / -1.000 / 0 / 43,1.382 / 2.066 / 56 / 56,1.214 / 1.701 / 33 / 33
32,2-24,0.819 / 1.060 / 37 / 37,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 41,0.844 / 1.060 / 48 / 48,0.905 / 1.060 / 48 / 48
33,2-25,1.102 / 1.371 / 50 / 50,-1.000 / -1.000 / 0 / 64,-1.000 / -1.000 / 0 / 32,1.198 / 1.371 / 59 / 59,1.196 / 1.584 / 73 / 73
34,2-26,0.798 / 1.080 / 40 / 40,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 21,0.881 / 1.459 / 43 / 43,0.983 / 1.147 / 19 / 19
35,2-27,0.952 / 0.952 / 40 / 40,-1.000 / -1.000 / 0 / 30,-1.000 / -1.000 / 0 / 69,0.952 / 0.952 / 49 / 49,0.952 / 0.952 / 37 / 37
36,2-28,1.289 / 1.598 / 30 / 30,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 53,1.174 / 1.568 / 38 / 38,1.172 / 1.389 / 54 / 54
37,2-29,1.278 / 2.009 / 66 / 66,-1.000 / -1.000 / 0 / 27,-1.000 / -1.000 / 0 / 70,1.131 / 2.009 / 50 / 50,1.222 / 2.030 / 55 / 55
38,2-30,0.932 / 1.617 / 51 / 51,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 35,1.174 / 1.617 / 74 / 74,0.938 / 1.337 / 41 / 41
