,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.628 / 2.361 / 99 / 99,1.595 / 2.173 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.520 / 2.395 / 99 / 99,2.184 / 2.574 / 99 / 99
1,1-1,1.494 / 2.341 / 99 / 99,1.494 / 2.209 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.479 / 2.209 / 99 / 99,2.110 / 2.341 / 99 / 99
2,1-2,1.934 / 2.820 / 99 / 99,1.906 / 2.820 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.007 / 2.820 / 99 / 99,1.749 / 2.459 / 99 / 99
3,1-3,1.427 / 2.404 / 99 / 99,1.937 / 2.380 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.537 / 2.223 / 99 / 99,1.597 / 2.008 / 99 / 99
4,1-4,1.765 / 3.110 / 99 / 99,1.933 / 3.050 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.146 / 2.753 / 99 / 99,2.083 / 3.110 / 99 / 99
5,1-5,1.000 / 1.000 / 99 / 99,1.137 / 1.246 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
6,1-6,1.455 / 1.810 / 99 / 99,1.460 / 1.904 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.315 / 1.810 / 99 / 99,1.873 / 2.194 / 99 / 99
7,1-7,2.291 / 3.129 / 99 / 99,2.407 / 3.271 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.360 / 3.129 / 99 / 99,2.358 / 3.030 / 99 / 99
8,2-0,1.133 / 2.112 / 51 / 51,0.894 / 0.894 / 22 / 22,-1.000 / -1.000 / 0 / 45,1.082 / 1.790 / 50 / 50,0.961 / 1.253 / 59 / 59
9,2-1,1.456 / 2.113 / 52 / 52,1.145 / 1.977 / 48 / 48,-1.000 / -1.000 / 0 / 53,1.370 / 2.107 / 56 / 56,1.735 / 2.603 / 34 / 34
10,2-2,1.249 / 1.568 / 33 / 33,1.427 / 1.900 / 40 / 40,-1.000 / -1.000 / 0 / 51,0.953 / 1.453 / 33 / 33,1.158 / 1.568 / 45 / 45
11,2-3,1.059 / 2.164 / 31 / 31,1.236 / 2.164 / 38 / 38,-1.000 / -1.000 / 0 / 51,1.850 / 2.164 / 28 / 28,1.317 / 2.555 / 57 / 57
12,2-4,0.989 / 1.090 / 65 / 65,1.482 / 2.043 / 56 / 56,-1.000 / -1.000 / 0 / 78,1.123 / 1.435 / 50 / 50,1.426 / 1.702 / 57 / 57
13,2-5,0.930 / 1.164 / 52 / 52,0.928 / 1.179 / 60 / 60,-1.000 / -1.000 / 0 / 63,0.970 / 1.283 / 48 / 48,0.971 / 1.283 / 47 / 47
14,2-6,1.768 / 2.422 / 58 / 58,1.735 / 2.521 / 65 / 65,-1.000 / -1.000 / 0 / 47,1.456 / 2.325 / 48 / 48,1.280 / 2.006 / 45 / 45
15,2-7,0.954 / 1.299 / 50 / 50,1.064 / 1.589 / 54 / 54,-1.000 / -1.000 / 0 / 53,1.182 / 1.589 / 72 / 72,1.170 / 1.589 / 38 / 38
16,2-8,1.024 / 1.669 / 62 / 62,0.918 / 1.317 / 32 / 32,-1.000 / -1.000 / 0 / 35,0.970 / 1.317 / 38 / 38,1.014 / 1.441 / 50 / 50
17,2-9,0.905 / 1.180 / 36 / 36,1.069 / 1.471 / 55 / 55,-1.000 / -1.000 / 0 / 60,1.290 / 1.427 / 44 / 44,1.011 / 1.302 / 42 / 42
18,2-10,1.005 / 1.178 / 57 / 57,0.935 / 1.178 / 50 / 50,-1.000 / -1.000 / 0 / 35,0.984 / 1.178 / 51 / 51,1.021 / 1.178 / 52 / 52
19,2-11,1.349 / 1.862 / 35 / 35,1.361 / 1.862 / 62 / 62,-1.000 / -1.000 / 0 / 32,0.881 / 1.164 / 32 / 32,1.219 / 1.536 / 20 / 20
20,2-12,1.459 / 2.100 / 54 / 54,1.057 / 1.931 / 50 / 50,-1.000 / -1.000 / 0 / 48,1.566 / 2.231 / 34 / 34,1.853 / 2.398 / 56 / 56
21,2-13,1.008 / 1.562 / 46 / 46,1.383 / 2.027 / 44 / 44,-1.000 / -1.000 / 0 / 42,1.124 / 1.709 / 32 / 32,1.021 / 1.332 / 57 / 57
22,2-14,1.203 / 1.774 / 64 / 64,1.209 / 1.768 / 53 / 53,-1.000 / -1.000 / 0 / 35,1.160 / 1.920 / 32 / 32,1.097 / 1.445 / 48 / 48
23,2-15,1.406 / 2.054 / 54 / 54,1.640 / 2.388 / 45 / 45,-1.000 / -1.000 / 0 / 48,1.280 / 1.798 / 42 / 42,1.486 / 2.341 / 62 / 62
