,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.471 / 2.012 / 99 / 99,1.940 / 2.388 / 99 / 99,1.864 / 3.071 / 99 / 99,1.340 / 2.023 / 99 / 99,2.110 / 2.454 / 99 / 99
1,1-1,1.345 / 1.596 / 99 / 99,1.557 / 1.874 / 99 / 99,1.587 / 3.577 / 99 / 99,1.493 / 1.787 / 99 / 99,1.519 / 1.790 / 99 / 99
2,1-2,1.349 / 1.628 / 99 / 99,1.869 / 2.237 / 99 / 99,1.857 / 2.186 / 99 / 99,1.285 / 1.630 / 99 / 99,1.285 / 1.628 / 99 / 99
3,1-3,1.605 / 1.836 / 99 / 99,1.750 / 2.187 / 99 / 99,2.368 / 2.723 / 99 / 99,1.668 / 1.836 / 99 / 99,1.597 / 1.836 / 99 / 99
4,1-4,1.188 / 1.266 / 99 / 99,0.836 / 0.836 / 99 / 99,0.836 / 0.836 / 99 / 99,1.143 / 1.266 / 99 / 99,1.210 / 1.266 / 99 / 99
5,1-5,1.448 / 2.013 / 99 / 99,1.603 / 2.015 / 99 / 99,1.692 / 2.529 / 99 / 99,1.781 / 2.140 / 99 / 99,1.805 / 2.170 / 99 / 99
6,1-6,1.432 / 1.738 / 99 / 99,2.056 / 2.213 / 99 / 99,1.865 / 1.884 / 99 / 99,1.456 / 1.738 / 99 / 99,1.442 / 1.738 / 99 / 99
7,1-7,1.281 / 1.577 / 99 / 99,1.348 / 1.593 / 99 / 99,2.005 / 2.324 / 99 / 99,1.103 / 1.474 / 99 / 99,1.646 / 1.970 / 99 / 99
8,2-0,1.048 / 1.364 / 53 / 53,1.083 / 1.371 / 54 / 54,1.080 / 1.371 / 35 / 35,1.098 / 1.232 / 42 / 42,0.967 / 1.232 / 38 / 38
9,2-1,0.952 / 0.952 / 62 / 62,0.952 / 0.952 / 36 / 36,0.952 / 0.952 / 44 / 44,0.952 / 0.952 / 53 / 53,0.952 / 0.952 / 39 / 39
10,2-2,1.034 / 1.661 / 56 / 56,0.991 / 1.270 / 64 / 64,2.420 / 2.649 / 59 / 59,0.964 / 1.648 / 46 / 46,0.972 / 1.270 / 51 / 51
11,2-3,1.165 / 1.778 / 57 / 57,1.012 / 1.298 / 54 / 54,1.077 / 1.579 / 72 / 72,1.071 / 1.574 / 31 / 31,1.014 / 1.310 / 46 / 46
12,2-4,1.233 / 1.991 / 47 / 47,1.253 / 1.975 / 69 / 69,1.327 / 1.991 / 38 / 38,1.214 / 1.611 / 35 / 35,1.057 / 1.603 / 35 / 35
13,2-5,0.986 / 1.649 / 69 / 69,1.524 / 1.763 / 53 / 53,1.017 / 1.447 / 47 / 47,1.005 / 1.363 / 28 / 28,0.992 / 1.649 / 39 / 39
14,2-6,1.030 / 1.592 / 64 / 64,1.258 / 1.600 / 58 / 58,1.383 / 1.958 / 49 / 49,1.385 / 1.600 / 48 / 48,1.308 / 1.599 / 46 / 46
15,2-7,1.244 / 1.930 / 34 / 34,1.395 / 1.930 / 37 / 37,1.357 / 1.961 / 40 / 40,1.421 / 1.937 / 45 / 45,1.301 / 2.145 / 51 / 51
