,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.282 / 1.282 / 99 / 99,1.641 / 1.641 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.026 / 1.055 / 99 / 99,1.027 / 1.055 / 99 / 99,1.034 / 1.055 / 99 / 99,1.023 / 1.055 / 99 / 99
2,1-2,1.406 / 1.406 / 99 / 99,1.591 / 1.591 / 99 / 99,1.841 / 1.851 / 99 / 99,1.406 / 1.406 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,1.097 / 1.097 / 99 / 99,1.470 / 1.996 / 99 / 99,1.000 / 1.000 / 99 / 99
4,1-4,1.385 / 1.532 / 99 / 99,1.418 / 1.532 / 99 / 99,1.391 / 1.532 / 99 / 99,1.426 / 1.532 / 99 / 99
5,2-0,1.101 / 1.992 / 53 / 53,1.158 / 1.665 / 61 / 61,1.057 / 1.992 / 61 / 61,0.891 / 0.891 / 29 / 29
6,2-1,1.391 / 1.715 / 30 / 30,1.573 / 2.037 / 55 / 55,1.422 / 2.037 / 51 / 51,1.419 / 1.715 / 54 / 54
7,2-2,0.986 / 1.333 / 54 / 54,1.113 / 1.412 / 66 / 66,1.009 / 1.009 / 46 / 46,1.020 / 1.333 / 50 / 50
8,2-3,1.414 / 1.716 / 43 / 43,0.943 / 1.295 / 50 / 50,1.160 / 1.295 / 31 / 31,1.302 / 1.716 / 49 / 49
9,2-4,1.799 / 2.204 / 51 / 51,1.535 / 2.004 / 45 / 45,1.773 / 2.204 / 45 / 45,1.661 / 2.204 / 67 / 67
