,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,19630.137 / 37226.412 / 15997 / 99,10.164 / 428.905 / 99 / 99,1.308 / 2.448 / 99 / 99,31488.365 / 40132.500 / 7657 / 99
1,1-1,378.480 / 1556.570 / 61 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,567.439 / 6111.677 / 82 / 99
2,1-2,1.046 / 1.186 / 99 / 99,1.100 / 1.100 / 99 / 99,1.100 / 1.100 / 99 / 99,1.064 / 1.243 / 99 / 99
3,1-3,68.096 / 616.746 / 99 / 99,2.099 / 2.488 / 99 / 99,2.108 / 2.110 / 99 / 99,3.146 / 34.114 / 99 / 99
4,1-4,4922.093 / 10834.886 / 70 / 99,1.252 / 1.468 / 99 / 99,1.695 / 1.949 / 99 / 99,4397.259 / 9640.266 / 74 / 99
5,2-0,1.930 / 2.324 / 51 / 51,1.969 / 2.354 / 68 / 68,1.923 / 2.354 / 56 / 56,1.906 / 2.245 / 38 / 38
6,2-1,6298.289 / 24781.746 / 21 / 44,1.060 / 1.371 / 54 / 54,1.079 / 1.371 / 59 / 59,16793.434 / 39517.798 / 31 / 47
7,2-2,7505.877 / 14664.030 / 23 / 39,1.425 / 1.900 / 59 / 59,1.424 / 1.900 / 56 / 56,9870.709 / 19186.378 / 18 / 52
8,2-3,1.448 / 1.806 / 65 / 65,1.521 / 1.712 / 61 / 61,1.441 / 1.817 / 66 / 66,1.466 / 1.852 / 49 / 49
9,2-4,0.899 / 0.899 / 6 / 48,1.775 / 1.775 / 37 / 37,1.522 / 1.775 / 45 / 45,-1.000 / -1.000 / 0 / 25
