,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.372 / 1.737 / 99 / 99,1.797 / 1.991 / 99 / 99,1.628 / 2.113 / 99 / 99,1.250 / 1.737 / 99 / 99
1,1-1,1.178 / 1.375 / 99 / 99,1.303 / 1.375 / 99 / 99,1.178 / 1.375 / 99 / 99,1.106 / 1.375 / 99 / 99
2,1-2,1.091 / 1.407 / 99 / 99,1.087 / 1.279 / 99 / 99,2.187 / 2.423 / 99 / 99,1.262 / 1.444 / 99 / 99
3,2-0,1.738 / 1.738 / 69 / 69,1.738 / 1.738 / 31 / 31,1.738 / 1.738 / 50 / 50,1.598 / 1.724 / 29 / 29
4,2-1,0.970 / 1.273 / 39 / 39,1.117 / 2.947 / 75 / 75,0.981 / 1.273 / 43 / 43,1.451 / 2.131 / 44 / 44
5,2-2,0.983 / 1.381 / 39 / 39,1.033 / 1.631 / 61 / 61,1.252 / 1.631 / 65 / 65,1.176 / 1.814 / 70 / 70
6,2-3,2.073 / 2.526 / 59 / 59,2.097 / 2.288 / 35 / 35,2.490 / 2.840 / 45 / 45,1.499 / 2.430 / 41 / 41
7,2-4,1.310 / 1.507 / 45 / 45,1.599 / 1.838 / 56 / 56,2.018 / 2.086 / 45 / 45,1.438 / 1.686 / 32 / 32
8,2-5,1.539 / 1.839 / 60 / 60,1.550 / 1.839 / 61 / 61,1.492 / 2.022 / 26 / 26,1.674 / 1.839 / 22 / 22
9,2-6,2.562 / 2.788 / 46 / 46,1.248 / 1.372 / 79 / 79,1.295 / 1.372 / 46 / 46,2.495 / 2.680 / 28 / 28
10,2-7,2.288 / 2.410 / 43 / 43,1.004 / 1.004 / 43 / 43,1.004 / 1.004 / 65 / 65,2.227 / 2.295 / 63 / 63
11,2-8,1.661 / 2.149 / 62 / 62,1.736 / 2.149 / 38 / 38,1.579 / 1.808 / 49 / 49,1.675 / 1.993 / 47 / 47
12,2-9,1.068 / 1.068 / 26 / 26,2.161 / 2.186 / 39 / 39,2.182 / 2.199 / 55 / 55,1.068 / 1.068 / 39 / 39
13,2-10,0.992 / 1.270 / 57 / 57,0.979 / 1.270 / 35 / 35,0.990 / 1.270 / 39 / 39,1.533 / 1.937 / 50 / 50
14,2-11,0.911 / 1.190 / 30 / 30,0.969 / 1.190 / 42 / 42,0.914 / 1.190 / 40 / 40,1.486 / 1.928 / 61 / 61
