,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.342 / 1.780 / 99 / 99,1.345 / 1.649 / 99 / 99,1.274 / 1.649 / 99 / 99,1.556 / 1.867 / 99 / 99
1,1-1,1.322 / 1.635 / 99 / 99,1.250 / 1.332 / 99 / 99,1.247 / 1.332 / 99 / 99,1.282 / 1.391 / 99 / 99
2,1-2,2.332 / 2.360 / 99 / 99,2.269 / 2.360 / 99 / 99,2.340 / 2.360 / 99 / 99,2.305 / 2.360 / 99 / 99
3,2-0,3.497 / 3.998 / 54 / 54,3.561 / 4.260 / 50 / 50,3.533 / 3.998 / 52 / 52,3.502 / 3.998 / 32 / 32
4,2-1,1.206 / 1.908 / 66 / 66,1.075 / 1.777 / 57 / 57,1.236 / 1.777 / 77 / 77,1.159 / 1.991 / 39 / 39
5,2-2,3.226 / 3.772 / 37 / 37,3.155 / 3.783 / 57 / 57,3.267 / 3.669 / 7 / 7,3.132 / 3.464 / 32 / 32
6,2-3,2.447 / 3.011 / 32 / 32,2.661 / 3.036 / 43 / 43,2.452 / 2.775 / 23 / 23,2.644 / 3.167 / 69 / 69
7,2-4,4.090 / 4.320 / 58 / 58,4.050 / 4.403 / 49 / 49,4.001 / 4.171 / 44 / 44,4.050 / 4.310 / 55 / 55
8,2-5,0.884 / 1.091 / 51 / 51,0.985 / 1.091 / 44 / 44,0.801 / 1.091 / 74 / 74,0.875 / 1.091 / 72 / 72
9,2-6,1.415 / 1.452 / 33 / 33,1.387 / 1.387 / 55 / 55,1.387 / 1.387 / 34 / 34,1.387 / 1.387 / 41 / 41
10,2-7,1.957 / 2.192 / 51 / 51,2.000 / 2.192 / 41 / 41,1.923 / 2.192 / 22 / 22,2.035 / 2.206 / 52 / 52
11,2-8,1.462 / 1.790 / 26 / 26,1.279 / 1.790 / 58 / 58,1.340 / 1.797 / 31 / 31,1.268 / 1.606 / 22 / 22
12,2-9,1.083 / 1.268 / 64 / 64,1.139 / 1.782 / 26 / 26,1.131 / 1.776 / 62 / 62,1.036 / 1.782 / 42 / 42
13,2-10,1.849 / 2.358 / 66 / 66,2.160 / 3.096 / 55 / 55,2.097 / 2.808 / 73 / 73,1.647 / 2.347 / 42 / 42
14,2-11,1.160 / 1.290 / 51 / 51,0.962 / 1.290 / 56 / 56,0.947 / 1.290 / 49 / 49,0.962 / 1.290 / 43 / 43
