,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.181 / 1.406 / 99 / 99,1.735 / 2.234 / 99 / 99,2.228 / 3.006 / 99 / 99,1.161 / 1.406 / 99 / 99
1,1-1,1.140 / 1.271 / 99 / 99,1.977 / 2.318 / 99 / 99,1.805 / 2.314 / 99 / 99,1.047 / 1.271 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,1.312 / 1.312 / 99 / 99,1.877 / 2.332 / 99 / 99,0.967 / 0.967 / 99 / 99
3,1-3,1.218 / 1.596 / 99 / 99,1.996 / 2.289 / 99 / 99,2.767 / 3.152 / 99 / 99,1.203 / 1.596 / 99 / 99
4,1-4,1.966 / 2.364 / 99 / 99,2.334 / 2.590 / 99 / 99,2.361 / 3.944 / 99 / 99,1.856 / 2.115 / 99 / 99
5,2-0,1.789 / 2.373 / 61 / 61,1.657 / 2.463 / 54 / 54,1.673 / 2.166 / 63 / 63,1.656 / 1.967 / 48 / 48
6,2-1,1.748 / 2.103 / 57 / 57,1.546 / 1.923 / 73 / 73,1.599 / 2.340 / 46 / 46,1.813 / 2.421 / 43 / 43
7,2-2,1.068 / 1.217 / 28 / 28,0.918 / 0.918 / 37 / 37,0.918 / 0.918 / 54 / 54,1.076 / 1.217 / 19 / 19
8,2-3,1.511 / 1.511 / 47 / 47,1.511 / 1.511 / 41 / 41,1.511 / 1.511 / 60 / 60,1.511 / 1.511 / 41 / 41
9,2-4,0.930 / 0.930 / 59 / 59,1.384 / 2.100 / 60 / 60,1.416 / 1.442 / 57 / 57,0.930 / 0.930 / 56 / 56
10,2-5,3.152 / 3.152 / 53 / 53,3.312 / 4.336 / 54 / 54,3.197 / 3.401 / 51 / 51,3.155 / 3.318 / 48 / 48
11,2-6,1.132 / 1.239 / 30 / 30,1.214 / 1.781 / 65 / 65,1.625 / 2.412 / 63 / 63,1.166 / 1.547 / 57 / 57
12,2-7,0.930 / 0.930 / 42 / 42,651.542 / 5516.546 / 77 / 77,1542.644 / 7355.054 / 37 / 41,1.379 / 1.460 / 47 / 47
13,2-8,2.663 / 3.279 / 49 / 49,2.734 / 3.252 / 38 / 38,2.466 / 2.782 / 43 / 43,2.532 / 2.698 / 33 / 33
14,2-9,2.570 / 3.008 / 64 / 64,2.470 / 2.939 / 49 / 49,2.715 / 3.486 / 54 / 54,2.807 / 3.419 / 76 / 76
15,2-10,2.138 / 2.463 / 34 / 34,1.391 / 2.045 / 40 / 40,2.014 / 2.550 / 32 / 32,1.408 / 2.248 / 48 / 48
16,2-11,1.064 / 1.064 / 23 / 23,1.076 / 1.202 / 54 / 54,0.905 / 1.064 / 34 / 34,1.064 / 1.064 / 40 / 40
17,2-12,1.414 / 2.673 / 64 / 64,1.325 / 1.592 / 58 / 58,1.939 / 2.988 / 73 / 73,1.408 / 1.592 / 60 / 60
18,2-13,0.859 / 0.859 / 25 / 25,1.178 / 1.700 / 51 / 51,205.321 / 787.475 / 54 / 54,0.896 / 2.381 / 41 / 41
19,2-14,1.285 / 1.656 / 43 / 43,1.224 / 1.656 / 42 / 42,1.304 / 1.838 / 63 / 63,1.175 / 1.397 / 33 / 33
20,2-15,2.080 / 2.080 / 35 / 35,2.495 / 2.822 / 66 / 66,1.236 / 1.312 / 17 / 17,2.097 / 2.464 / 63 / 63
21,2-16,2.373 / 2.598 / 68 / 68,2.013 / 2.098 / 73 / 73,1.555 / 2.066 / 54 / 54,2.335 / 2.404 / 37 / 37
22,2-17,1.061 / 1.061 / 50 / 50,1.029 / 1.756 / 57 / 57,0.800 / 0.800 / 20 / 20,1.061 / 1.061 / 16 / 16
23,2-18,2.322 / 2.637 / 43 / 43,2.644 / 2.939 / 71 / 71,1.554 / 2.348 / 51 / 51,2.133 / 2.417 / 44 / 44
24,2-19,1.746 / 2.035 / 76 / 76,1.019 / 1.245 / 50 / 50,1.470 / 1.698 / 67 / 67,1.013 / 1.459 / 30 / 30
