,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.355 / 1.721 / 99 / 99,2.216 / 2.669 / 99 / 99,3.270 / 3.733 / 99 / 99,1.340 / 1.721 / 99 / 99
1,1-1,1.178 / 1.284 / 99 / 99,1.170 / 1.301 / 99 / 99,1.414 / 2.085 / 99 / 99,1.038 / 1.229 / 99 / 99
2,1-2,1.510 / 1.795 / 99 / 99,1.571 / 2.022 / 99 / 99,1.546 / 2.022 / 99 / 99,1.488 / 1.795 / 99 / 99
3,1-3,1.172 / 1.426 / 99 / 99,2.257 / 2.530 / 99 / 99,2.195 / 2.661 / 99 / 99,1.220 / 1.426 / 99 / 99
4,1-4,1.177 / 1.390 / 99 / 99,1.558 / 1.638 / 99 / 99,1.466 / 1.769 / 99 / 99,1.241 / 1.390 / 99 / 99
5,2-0,0.895 / 0.895 / 40 / 40,1.254 / 1.488 / 57 / 57,1.240 / 1.845 / 39 / 39,0.895 / 0.895 / 51 / 51
6,2-1,1.128 / 1.451 / 72 / 72,1.113 / 1.235 / 26 / 26,0.935 / 1.165 / 21 / 21,1.087 / 1.450 / 56 / 56
7,2-2,0.965 / 0.965 / 27 / 27,0.964 / 0.965 / 45 / 45,1.089 / 1.273 / 47 / 47,0.964 / 0.965 / 53 / 53
8,2-3,2.473 / 2.882 / 51 / 51,2.538 / 2.882 / 55 / 55,2.462 / 2.882 / 43 / 43,2.425 / 2.882 / 47 / 47
9,2-4,1.717 / 1.911 / 51 / 51,1.444 / 1.707 / 48 / 48,1.194 / 1.486 / 49 / 49,1.507 / 1.707 / 50 / 50
10,2-5,2.158 / 2.321 / 57 / 57,2.131 / 2.416 / 35 / 35,1.797 / 1.797 / 28 / 28,2.245 / 2.416 / 46 / 46
11,2-6,1.441 / 1.979 / 39 / 39,1.362 / 1.749 / 44 / 44,1.496 / 2.235 / 37 / 37,1.435 / 1.691 / 58 / 58
12,2-7,1.809 / 2.165 / 32 / 32,1.672 / 1.672 / 48 / 48,1.403 / 1.830 / 55 / 55,1.864 / 2.165 / 70 / 70
13,2-8,2.692 / 3.567 / 54 / 54,2.836 / 3.500 / 61 / 61,3.511 / 3.879 / 44 / 44,2.718 / 3.567 / 41 / 41
14,2-9,1.030 / 1.299 / 50 / 50,1.020 / 1.319 / 38 / 38,1.324 / 2.226 / 54 / 54,1.047 / 1.446 / 43 / 43
15,2-10,2.287 / 2.419 / 10 / 10,2.241 / 2.757 / 54 / 54,1.791 / 2.068 / 65 / 65,2.203 / 2.419 / 49 / 49
16,2-11,3.639 / 3.758 / 45 / 45,3.653 / 3.758 / 51 / 51,3.107 / 3.310 / 46 / 46,3.698 / 3.791 / 42 / 42
17,2-12,0.952 / 0.952 / 61 / 61,0.971 / 0.971 / 53 / 53,1.175 / 1.894 / 64 / 64,0.887 / 0.961 / 47 / 47
18,2-13,2.138 / 2.195 / 50 / 50,2.137 / 2.145 / 73 / 73,1.595 / 1.788 / 34 / 34,2.145 / 2.195 / 49 / 49
19,2-14,1.978 / 2.442 / 43 / 43,1.559 / 1.998 / 53 / 53,1.622 / 2.219 / 35 / 35,1.974 / 2.442 / 51 / 51
20,2-15,1.215 / 1.470 / 61 / 61,1.294 / 1.639 / 67 / 67,3.221 / 3.510 / 53 / 53,1.292 / 1.639 / 59 / 59
21,2-16,1.139 / 1.536 / 54 / 54,1.089 / 1.536 / 46 / 46,1.020 / 1.534 / 48 / 48,1.177 / 1.536 / 39 / 39
22,2-17,1.235 / 1.714 / 50 / 50,1.286 / 1.714 / 40 / 40,2.887 / 3.371 / 40 / 40,1.290 / 1.808 / 37 / 37
23,2-18,3.027 / 3.263 / 34 / 34,3.006 / 3.263 / 51 / 51,2.416 / 3.039 / 59 / 59,3.166 / 3.322 / 80 / 80
24,2-19,0.898 / 0.898 / 44 / 44,0.922 / 1.013 / 78 / 78,1.478 / 2.374 / 54 / 54,1.088 / 1.832 / 61 / 61
