,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,-1.000 / -1.000 / 0 / 99,1.560 / 2.424 / 99 / 99,1.205 / 1.616 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,1.150 / 1.240 / 99 / 99,1.912 / 2.059 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,1.365 / 1.365 / 99 / 99,1.367 / 1.389 / 99 / 99,1.917 / 2.028 / 99 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,1.894 / 2.221 / 99 / 99,1.903 / 2.827 / 99 / 99,1.309 / 1.964 / 99 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,1.105 / 1.421 / 99 / 99,2.047 / 2.174 / 99 / 99,1.345 / 1.689 / 99 / 99
5,1-5,-1.000 / -1.000 / 0 / 99,1.396 / 1.435 / 99 / 99,1.508 / 1.671 / 99 / 99,1.743 / 1.881 / 99 / 99
6,2-0,-1.000 / -1.000 / 0 / 65,1.865 / 2.326 / 57 / 57,1.879 / 2.416 / 36 / 36,1.128 / 1.781 / 38 / 38
7,2-1,-1.000 / -1.000 / 0 / 41,1.470 / 2.236 / 43 / 43,1.070 / 1.521 / 30 / 30,0.953 / 0.995 / 28 / 28
8,2-2,-1.000 / -1.000 / 0 / 65,1.657 / 1.763 / 55 / 55,2.083 / 2.303 / 41 / 41,1.371 / 1.694 / 37 / 37
9,2-3,-1.000 / -1.000 / 0 / 26,0.863 / 0.863 / 21 / 21,0.858 / 0.858 / 43 / 43,1.629 / 1.810 / 63 / 63
10,2-4,-1.000 / -1.000 / 0 / 50,1.382 / 1.819 / 59 / 59,1.116 / 1.507 / 67 / 67,1.053 / 2.111 / 31 / 31
11,2-5,-1.000 / -1.000 / 0 / 61,1.708 / 2.393 / 36 / 36,1.063 / 1.472 / 55 / 55,0.991 / 1.261 / 34 / 34
12,2-6,-1.000 / -1.000 / 0 / 35,1.724 / 1.814 / 43 / 43,1.275 / 1.468 / 60 / 60,1.983 / 2.469 / 59 / 59
13,2-7,-1.000 / -1.000 / 0 / 48,0.913 / 1.412 / 15 / 15,1.412 / 1.494 / 62 / 62,1.303 / 1.336 / 77 / 77
14,2-8,-1.000 / -1.000 / 0 / 37,1.752 / 2.141 / 26 / 26,1.629 / 2.122 / 71 / 71,1.640 / 2.119 / 35 / 35
15,2-9,-1.000 / -1.000 / 0 / 25,1.065 / 1.083 / 43 / 43,0.925 / 1.001 / 42 / 42,1.186 / 1.347 / 51 / 51
16,2-10,-1.000 / -1.000 / 0 / 49,2.154 / 2.290 / 42 / 42,1.113 / 1.167 / 55 / 55,2.410 / 2.618 / 59 / 59
17,2-11,-1.000 / -1.000 / 0 / 54,1.424 / 2.046 / 32 / 32,1.368 / 1.942 / 32 / 32,1.063 / 1.877 / 31 / 31
