,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.451 / 1.567 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.718 / 1.809 / 99 / 99,1.896 / 2.171 / 99 / 99,1.979 / 2.495 / 99 / 99,1.656 / 1.809 / 99 / 99
2,1-2,2.525 / 2.763 / 99 / 99,1.370 / 2.057 / 99 / 99,1.405 / 1.804 / 99 / 99,2.141 / 2.763 / 99 / 99
3,1-3,2.407 / 2.886 / 99 / 99,1.894 / 2.108 / 99 / 99,1.847 / 2.788 / 99 / 99,2.051 / 2.784 / 99 / 99
4,1-4,1.126 / 1.431 / 99 / 99,1.224 / 1.713 / 99 / 99,3.005 / 3.391 / 99 / 99,1.166 / 2.173 / 99 / 99
5,1-5,1.000 / 1.000 / 99 / 99,1.485 / 1.485 / 99 / 99,1.485 / 1.485 / 99 / 99,1.000 / 1.000 / 99 / 99
6,2-0,1.223 / 1.223 / 68 / 68,1.223 / 1.223 / 41 / 41,1.223 / 1.223 / 70 / 70,1.223 / 1.223 / 45 / 45
7,2-1,3.071 / 3.096 / 55 / 55,3.049 / 3.096 / 33 / 33,2.202 / 2.462 / 62 / 62,3.010 / 3.096 / 49 / 49
8,2-2,1.488 / 1.488 / 63 / 63,1.536 / 1.536 / 67 / 67,1.536 / 1.536 / 30 / 30,1.488 / 1.488 / 38 / 38
9,2-3,2.288 / 2.568 / 55 / 55,2.232 / 2.568 / 64 / 64,1.833 / 2.040 / 45 / 45,2.126 / 2.568 / 46 / 46
10,2-4,1.140 / 1.286 / 25 / 25,1.385 / 1.800 / 53 / 53,1.286 / 2.363 / 50 / 50,1.228 / 1.628 / 65 / 65
11,2-5,3.020 / 3.311 / 38 / 38,2.972 / 3.215 / 47 / 47,2.964 / 3.339 / 59 / 59,3.006 / 3.166 / 36 / 36
12,2-6,1.321 / 1.907 / 71 / 71,1.335 / 1.493 / 34 / 34,1.276 / 2.180 / 41 / 41,1.188 / 1.846 / 47 / 47
13,2-7,1.468 / 2.072 / 76 / 76,1.202 / 1.845 / 31 / 31,1.130 / 1.371 / 52 / 52,1.430 / 1.899 / 27 / 27
14,2-8,3.682 / 3.918 / 37 / 37,3.597 / 3.918 / 42 / 42,3.768 / 3.927 / 68 / 68,3.729 / 3.918 / 73 / 73
15,2-9,1.685 / 1.803 / 29 / 29,0.704 / 0.704 / 43 / 43,0.743 / 1.335 / 49 / 49,1.399 / 1.803 / 26 / 26
16,2-10,0.885 / 1.060 / 42 / 42,0.858 / 1.693 / 44 / 44,0.806 / 1.572 / 74 / 74,0.897 / 1.060 / 47 / 47
17,2-11,2.248 / 3.040 / 61 / 61,1.108 / 1.320 / 34 / 34,1.280 / 2.570 / 41 / 41,2.164 / 2.479 / 39 / 39
