,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.044 / 1.402 / 99 / 99,1.211 / 1.402 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.331 / 1.363 / 99 / 99,0.819 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.303 / 1.303 / 99 / 99
2,1-2,1.324 / 1.693 / 99 / 99,1.166 / 1.693 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.330 / 1.693 / 99 / 99
3,1-3,1.814 / 2.076 / 99 / 99,1.949 / 2.588 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.689 / 2.324 / 99 / 99
4,1-4,1.782 / 1.886 / 99 / 99,1.696 / 1.886 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.747 / 1.886 / 99 / 99
5,1-5,1.234 / 1.519 / 99 / 99,1.619 / 1.887 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.051 / 1.419 / 99 / 99
6,1-6,1.500 / 1.579 / 99 / 99,1.586 / 1.857 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.522 / 1.579 / 99 / 99
7,1-7,1.543 / 1.869 / 99 / 99,1.528 / 1.869 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.767 / 1.847 / 99 / 99
8,1-8,1.953 / 2.007 / 99 / 99,2.758 / 3.307 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.086 / 2.339 / 99 / 99
9,1-9,2.606 / 2.734 / 99 / 99,2.500 / 2.734 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.563 / 2.734 / 99 / 99
10,2-0,0.942 / 0.942 / 54 / 54,1.251 / 1.291 / 33 / 33,-1.000 / -1.000 / 0 / 53,0.942 / 0.942 / 52 / 52
11,2-1,1.039 / 1.405 / 50 / 50,0.991 / 1.405 / 50 / 50,-1.000 / -1.000 / 0 / 64,1.189 / 1.383 / 59 / 59
12,2-2,1.075 / 1.465 / 51 / 51,1.026 / 1.143 / 56 / 56,-1.000 / -1.000 / 0 / 30,1.113 / 1.465 / 46 / 46
13,2-3,1.383 / 1.587 / 43 / 43,1.104 / 1.189 / 43 / 43,-1.000 / -1.000 / 0 / 28,1.186 / 1.587 / 39 / 39
14,2-4,1.036 / 1.204 / 39 / 39,0.893 / 1.267 / 70 / 70,-1.000 / -1.000 / 0 / 32,0.976 / 1.204 / 38 / 38
15,2-5,0.978 / 1.172 / 70 / 70,0.954 / 1.172 / 52 / 52,-1.000 / -1.000 / 0 / 69,0.923 / 1.208 / 55 / 55
16,2-6,1.181 / 1.779 / 49 / 49,1.582 / 2.209 / 59 / 59,-1.000 / -1.000 / 0 / 41,1.041 / 1.355 / 46 / 46
17,2-7,1.033 / 1.652 / 68 / 68,0.893 / 0.893 / 13 / 13,-1.000 / -1.000 / 0 / 45,1.142 / 1.652 / 41 / 41
18,2-8,1.143 / 1.295 / 46 / 46,1.159 / 1.295 / 42 / 42,-1.000 / -1.000 / 0 / 52,0.908 / 0.908 / 57 / 57
19,2-9,1.229 / 1.637 / 68 / 68,1.110 / 1.769 / 77 / 77,-1.000 / -1.000 / 0 / 47,1.031 / 1.529 / 19 / 19
