,ILP,shortest_path,least_used_capacity_percentage,least_conflict_value,min_max_percentage
1.0,1.219402521254765,1.1244024581589958,1.2754287778098805,1.1384358216970996,1.1985330567081611
1.25,1.2072951027657957,1.1418585471110048,1.3184862866682563,1.1731470054446467,1.232924131411014
1.5,1.214401061007959,1.1580917197452236,1.3177788289440047,1.1824976871320447,1.2280776826859783
1.75,1.2441657744138805,1.2082478502782,1.3535442046973474,1.203740459363956,1.2664125698862532
2.0,1.275400065692232,1.1921048619102421,1.3444077288695997,1.2203130165289253,1.2792314980336092
