,ILP,shortest_path,least_used_capacity_percentage,least_conflict_value,min_max_percentage
1.0,1.1569656488549618,1.107202101359704,1.259725782414307,1.1258061754815045,1.1693347902097904
1.25,1.2057727027027028,1.139401685393259,1.2759024334251612,1.1685133088076176,1.2282726848612064
1.5,1.2586926797098266,1.1875498045056794,1.2910388686131395,1.2122478917434798,1.2117246866918643
1.75,1.2572731277533047,1.1551958896500636,1.2755788014502019,1.193533244427511,1.2175052631578946
2.0,1.253498198847262,1.1945784153896337,1.2726753490310498,1.2154054856743526,1.247875285037712
