,ILP,shortest_path,least_used_capacity_percentage,least_conflict_value,min_max_percentage
1,1.2072951027657957,1.1418585471110048,1.3184862866682563,1.1731470054446467,1.232924131411014
2,1.2057727027027028,1.139401685393259,1.2759024334251612,1.1685133088076176,1.2282726848612064
3,1.1817863554757626,1.1335483005366733,1.2190809156844975,1.1310786773090082,1.1735584215167547
4,1.1730163731850478,1.1371525060305547,1.2142894809118372,1.1540860156883956,1.1667486383442265
