,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.377 / 1.761 / 99 / 99,1.894 / 2.208 / 99 / 99,1.905 / 2.436 / 99 / 99,1.688 / 2.208 / 99 / 99
1,1-1,1.587 / 2.138 / 99 / 99,1.709 / 2.138 / 99 / 99,2.520 / 2.965 / 99 / 99,1.586 / 2.138 / 99 / 99
2,1-2,1.168 / 1.319 / 99 / 99,1.190 / 1.319 / 99 / 99,1.590 / 1.719 / 99 / 99,1.152 / 1.319 / 99 / 99
3,2-0,0.987 / 1.315 / 40 / 40,1.354 / 1.731 / 48 / 48,1.343 / 1.675 / 61 / 61,1.346 / 1.346 / 35 / 35
4,2-1,1.218 / 1.504 / 57 / 57,1.361 / 1.504 / 69 / 69,1.281 / 1.536 / 55 / 55,1.320 / 1.504 / 31 / 31
5,2-2,0.896 / 0.896 / 52 / 52,0.896 / 0.896 / 59 / 59,0.972 / 0.978 / 53 / 53,0.896 / 0.896 / 46 / 46
6,2-3,1.924 / 2.589 / 44 / 44,2.248 / 2.601 / 60 / 60,2.162 / 2.654 / 58 / 58,1.993 / 2.596 / 51 / 51
7,2-4,0.870 / 0.873 / 49 / 49,0.870 / 0.873 / 62 / 62,0.682 / 0.682 / 47 / 47,0.871 / 0.873 / 30 / 30
8,2-5,1.092 / 1.478 / 60 / 60,1.022 / 1.482 / 57 / 57,1.135 / 1.478 / 55 / 55,1.136 / 1.478 / 54 / 54
9,2-6,1.092 / 1.092 / 27 / 27,1.092 / 1.092 / 39 / 39,1.092 / 1.092 / 61 / 61,1.092 / 1.092 / 36 / 36
10,2-7,1.551 / 1.667 / 40 / 40,1.510 / 1.645 / 65 / 65,1.460 / 1.784 / 66 / 66,1.443 / 1.601 / 43 / 43
11,2-8,1.493 / 1.686 / 53 / 53,1.530 / 1.686 / 57 / 57,1.500 / 1.686 / 61 / 61,1.539 / 1.686 / 57 / 57
