,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.117 / 1.269 / 99 / 99,1.149 / 1.306 / 99 / 99,1.433 / 1.786 / 99 / 99,1.148 / 1.269 / 99 / 99
1,1-1,1.414 / 1.910 / 99 / 99,1.364 / 1.612 / 99 / 99,1.304 / 1.612 / 99 / 99,1.391 / 1.659 / 99 / 99
2,1-2,1.286 / 1.295 / 99 / 99,1.292 / 1.295 / 99 / 99,1.292 / 1.295 / 99 / 99,1.280 / 1.295 / 99 / 99
3,2-0,1.419 / 1.585 / 41 / 41,1.333 / 1.655 / 58 / 58,1.282 / 1.585 / 26 / 26,1.390 / 1.655 / 58 / 58
4,2-1,1.057 / 1.492 / 57 / 57,1.043 / 1.346 / 57 / 57,1.077 / 1.439 / 26 / 26,1.155 / 1.492 / 40 / 40
5,2-2,1.576 / 1.872 / 76 / 76,1.486 / 1.602 / 53 / 53,1.544 / 1.869 / 50 / 50,1.540 / 2.022 / 43 / 43
6,2-3,0.950 / 1.304 / 55 / 55,1.042 / 1.304 / 34 / 34,1.008 / 1.304 / 48 / 48,1.014 / 1.304 / 56 / 56
7,2-4,1.372 / 1.701 / 51 / 51,1.295 / 1.537 / 59 / 59,1.360 / 1.537 / 66 / 66,1.306 / 1.701 / 42 / 42
8,2-5,1.660 / 2.254 / 54 / 54,1.558 / 1.971 / 42 / 42,1.845 / 2.378 / 46 / 46,1.515 / 2.254 / 49 / 49
9,2-6,1.390 / 1.517 / 28 / 28,1.340 / 1.731 / 52 / 52,1.511 / 1.917 / 47 / 47,1.261 / 1.517 / 47 / 47
10,2-7,1.278 / 1.511 / 42 / 42,1.226 / 1.421 / 43 / 43,1.374 / 1.511 / 62 / 62,1.268 / 1.421 / 55 / 55
11,2-8,1.663 / 2.063 / 47 / 47,1.616 / 1.968 / 59 / 59,1.542 / 1.968 / 34 / 34,1.627 / 1.968 / 44 / 44
