,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.964 / 3.367 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.567 / 2.054 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.120 / 1.776 / 99 / 99,1.424 / 2.054 / 99 / 99
2,1-2,1.002 / 1.223 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.039 / 1.433 / 99 / 99,1.223 / 1.223 / 99 / 99
3,1-3,1.041 / 1.061 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.418 / 2.335 / 99 / 99,1.044 / 1.061 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.417 / 3.171 / 99 / 99,1.456 / 1.530 / 99 / 99
5,1-5,1.455 / 1.455 / 99 / 99,-1.000 / -1.000 / 0 / 99,461.483 / 6590.559 / 99 / 99,1.455 / 1.455 / 99 / 99
6,1-6,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
7,1-7,1.290 / 1.518 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.530 / 2.984 / 99 / 99,1.639 / 1.902 / 99 / 99
8,1-8,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.587 / 2.271 / 99 / 99,1.000 / 1.000 / 99 / 99
9,1-9,1.453 / 1.458 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.440 / 1.611 / 99 / 99,1.000 / 1.000 / 99 / 99
10,2-0,2.289 / 2.678 / 41 / 41,-1.000 / -1.000 / 0 / 42,114.728 / 2158.202 / 72 / 76,2.271 / 2.510 / 61 / 61
11,2-1,1.322 / 1.765 / 52 / 52,-1.000 / -1.000 / 0 / 47,2.175 / 2.451 / 55 / 55,1.337 / 1.540 / 47 / 47
12,2-2,1.662 / 1.668 / 65 / 65,-1.000 / -1.000 / 0 / 63,1.185 / 1.265 / 36 / 36,1.067 / 1.067 / 40 / 40
13,2-3,1.484 / 1.962 / 52 / 52,-1.000 / -1.000 / 0 / 65,1.895 / 2.616 / 29 / 29,1.420 / 1.559 / 35 / 35
14,2-4,1.027 / 1.153 / 60 / 60,-1.000 / -1.000 / 0 / 48,2.078 / 2.378 / 42 / 42,1.425 / 1.451 / 43 / 43
15,2-5,1.144 / 1.741 / 70 / 70,-1.000 / -1.000 / 0 / 37,1.406 / 1.680 / 43 / 43,1.038 / 1.346 / 32 / 32
16,2-6,0.892 / 0.892 / 62 / 62,-1.000 / -1.000 / 0 / 53,1.387 / 1.431 / 62 / 62,0.892 / 0.892 / 44 / 44
17,2-7,2.727 / 3.009 / 61 / 61,-1.000 / -1.000 / 0 / 31,1.538 / 1.748 / 59 / 59,1.391 / 2.957 / 60 / 60
18,2-8,1.750 / 1.845 / 52 / 52,-1.000 / -1.000 / 0 / 47,42.141 / 455.899 / 44 / 46,1.820 / 1.845 / 61 / 61
19,2-9,0.889 / 0.889 / 48 / 48,-1.000 / -1.000 / 0 / 55,11.593 / 536.773 / 56 / 58,0.889 / 0.889 / 60 / 60
