,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.249 / 1.563 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.395 / 1.555 / 99 / 99
1,1-1,1.233 / 1.547 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.234 / 1.818 / 99 / 99
2,1-2,1.369 / 1.683 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.274 / 1.683 / 99 / 99
3,1-3,1.142 / 1.334 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.226 / 1.334 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
5,1-5,1.311 / 1.941 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.453 / 1.941 / 99 / 99
6,1-6,1.665 / 1.790 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.521 / 1.790 / 99 / 99
7,1-7,1.274 / 1.435 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.216 / 1.435 / 99 / 99
8,1-8,1.019 / 1.269 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.022 / 1.269 / 99 / 99
9,1-9,1.233 / 1.392 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.134 / 1.392 / 99 / 99
10,2-0,1.934 / 2.019 / 57 / 57,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 43,1.953 / 2.019 / 39 / 39
11,2-1,1.392 / 1.781 / 42 / 42,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 27,1.383 / 1.383 / 67 / 67
12,2-2,1.233 / 1.233 / 30 / 30,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 53,1.233 / 1.233 / 60 / 60
13,2-3,1.115 / 1.724 / 41 / 41,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 64,1.270 / 1.724 / 67 / 67
14,2-4,2.470 / 2.988 / 50 / 50,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 61,2.456 / 3.055 / 43 / 43
15,2-5,1.660 / 1.782 / 73 / 73,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 41,1.724 / 1.932 / 81 / 81
16,2-6,1.409 / 1.664 / 38 / 38,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 57,1.433 / 1.753 / 43 / 43
17,2-7,2.139 / 2.372 / 66 / 66,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 39,1.835 / 2.205 / 56 / 56
18,2-8,1.379 / 1.379 / 59 / 59,-1.000 / -1.000 / 0 / 33,-1.000 / -1.000 / 0 / 61,1.379 / 1.379 / 33 / 33
19,2-9,1.988 / 2.369 / 41 / 41,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 65,1.998 / 2.464 / 59 / 59
20,2-10,1.051 / 1.051 / 58 / 58,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 56,1.051 / 1.051 / 22 / 22
21,2-11,0.964 / 1.768 / 69 / 69,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 65,1.047 / 1.335 / 26 / 26
22,2-12,1.632 / 1.831 / 75 / 75,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 34,1.559 / 1.831 / 52 / 52
23,2-13,0.918 / 1.567 / 29 / 29,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 51,1.633 / 1.938 / 51 / 51
24,2-14,1.941 / 2.104 / 70 / 70,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 60,1.996 / 2.167 / 54 / 54
25,2-15,1.318 / 1.331 / 49 / 49,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 50,1.375 / 2.875 / 36 / 36
26,2-16,1.269 / 1.521 / 45 / 45,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 75,1.340 / 1.632 / 52 / 52
27,2-17,0.908 / 0.908 / 63 / 63,-1.000 / -1.000 / 0 / 56,-1.000 / -1.000 / 0 / 54,0.908 / 0.908 / 67 / 67
28,2-18,1.381 / 1.595 / 46 / 46,-1.000 / -1.000 / 0 / 32,-1.000 / -1.000 / 0 / 54,1.364 / 1.668 / 54 / 54
29,2-19,0.962 / 1.567 / 39 / 39,-1.000 / -1.000 / 0 / 61,-1.000 / -1.000 / 0 / 45,1.384 / 1.938 / 51 / 51
