,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.374 / 1.751 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.209 / 2.638 / 99 / 99,1.422 / 1.751 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.771 / 2.187 / 99 / 99,1.000 / 1.000 / 99 / 99
3,1-3,1.085 / 1.169 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.051 / 1.169 / 99 / 99
4,1-4,1.243 / 1.243 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.511 / 1.575 / 99 / 99,1.243 / 1.243 / 99 / 99
5,1-5,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.079 / 2.138 / 99 / 99,1.000 / 1.000 / 99 / 99
6,1-6,1.453 / 1.787 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.477 / 1.787 / 99 / 99,1.266 / 1.787 / 99 / 99
7,1-7,1.648 / 1.910 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.621 / 1.910 / 99 / 99
8,1-8,1.779 / 2.299 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.833 / 2.299 / 99 / 99,2.130 / 2.532 / 99 / 99
9,1-9,1.598 / 2.194 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.483 / 2.135 / 99 / 99,1.598 / 2.194 / 99 / 99
10,1-10,1.549 / 1.703 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.183 / 2.266 / 99 / 99,1.459 / 1.703 / 99 / 99
11,1-11,1.830 / 2.143 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.146 / 2.517 / 99 / 99,1.655 / 2.143 / 99 / 99
12,1-12,1.345 / 1.480 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.965 / 2.406 / 99 / 99,1.335 / 1.480 / 99 / 99
13,1-13,2.061 / 2.322 / 99 / 99,-1.000 / -1.000 / 0 / 99,4.485 / 4.730 / 99 / 99,1.937 / 2.322 / 99 / 99
14,1-14,1.639 / 1.768 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.482 / 1.551 / 99 / 99,1.564 / 1.768 / 99 / 99
15,2-0,1.536 / 1.766 / 59 / 59,-1.000 / -1.000 / 0 / 48,1.958 / 2.496 / 78 / 78,1.454 / 1.766 / 29 / 29
16,2-1,1.095 / 1.434 / 48 / 48,-1.000 / -1.000 / 0 / 49,1.223 / 1.420 / 48 / 48,1.083 / 1.416 / 18 / 18
17,2-2,1.859 / 1.986 / 46 / 46,-1.000 / -1.000 / 0 / 43,1.633 / 2.105 / 26 / 26,1.845 / 1.986 / 31 / 31
18,2-3,1.436 / 1.740 / 55 / 55,-1.000 / -1.000 / 0 / 40,1.597 / 1.633 / 21 / 21,1.580 / 1.740 / 65 / 65
19,2-4,2.287 / 2.501 / 48 / 48,-1.000 / -1.000 / 0 / 55,2.590 / 3.264 / 65 / 65,2.255 / 2.501 / 45 / 45
20,2-5,1.440 / 1.631 / 46 / 46,-1.000 / -1.000 / 0 / 48,1.464 / 1.969 / 78 / 78,1.411 / 1.628 / 60 / 60
21,2-6,0.977 / 1.027 / 39 / 39,-1.000 / -1.000 / 0 / 40,1.306 / 1.402 / 30 / 30,0.966 / 1.027 / 42 / 42
22,2-7,1.482 / 1.950 / 58 / 58,-1.000 / -1.000 / 0 / 49,1.418 / 2.098 / 42 / 42,1.541 / 1.950 / 50 / 50
23,2-8,1.161 / 1.603 / 34 / 34,-1.000 / -1.000 / 0 / 43,1.832 / 2.002 / 46 / 46,1.149 / 1.944 / 53 / 53
24,2-9,1.543 / 2.375 / 58 / 58,-1.000 / -1.000 / 0 / 33,1.428 / 1.428 / 55 / 55,1.468 / 2.375 / 24 / 24
25,2-10,1.103 / 1.626 / 64 / 64,-1.000 / -1.000 / 0 / 60,1.005 / 2.299 / 72 / 72,1.060 / 1.626 / 47 / 47
26,2-11,0.952 / 1.314 / 31 / 31,-1.000 / -1.000 / 0 / 52,0.925 / 1.495 / 45 / 45,1.228 / 1.523 / 73 / 73
27,2-12,1.303 / 1.594 / 47 / 47,-1.000 / -1.000 / 0 / 56,1.566 / 1.889 / 43 / 43,1.258 / 1.593 / 59 / 59
28,2-13,1.769 / 2.005 / 63 / 63,-1.000 / -1.000 / 0 / 48,1.336 / 1.545 / 37 / 37,1.556 / 1.653 / 20 / 20
29,2-14,0.719 / 1.156 / 54 / 54,-1.000 / -1.000 / 0 / 32,0.800 / 0.959 / 68 / 68,0.765 / 1.156 / 37 / 37
