,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.742 / 1.835 /  9,1.252 / 1.293 /  9,1.266 / 1.426 /  9,1.260 / 1.372 /  9,1.742 / 1.835 /  9
1,1-1,1.000 / 1.000 /  9,1.088 / 1.398 /  9,2.058 / 2.406 /  9,1.310 / 1.310 /  9,1.000 / 1.000 /  9
2,1-2,1.316 / 1.356 /  9,1.828 / 2.208 /  9,2.021 / 2.206 /  9,1.000 / 1.000 /  9,1.404 / 1.751 /  9
3,2-0,1.250 / 1.250 /  6,1.250 / 1.250 /  9,1.283 / 1.646 / 12,1.250 / 1.250 /  5,1.250 / 1.250 /  5
4,2-1,1.171 / 1.171 /  8,1.171 / 1.171 /  9,0.890 / 0.890 /  7,1.214 / 1.343 / 12,1.171 / 1.171 /  9
5,2-2,2.053 / 2.078 / 10,2.048 / 2.048 /  6,2.048 / 2.048 /  7,2.048 / 2.048 / 10,2.048 / 2.048 /  5
6,2-3,1.274 / 1.274 /  4,1.369 / 1.608 /  7,1.274 / 1.274 /  6,1.354 / 1.608 /  8,1.274 / 1.274 /  3
7,2-4,1.789 / 1.886 /  8,1.191 / 1.191 /  9,1.191 / 1.191 /  4,1.228 / 1.528 /  9,1.873 / 1.873 /  7
8,2-5,0.930 / 0.930 /  5,1.076 / 2.539 / 11,0.990 / 1.353 /  7,0.930 / 0.930 /  7,1.109 / 2.539 /  9
9,2-6,1.381 / 1.661 / 10,1.352 / 1.365 / 10,1.360 / 1.661 /  9,1.495 / 1.849 /  6,1.365 / 1.365 /  4
10,2-7,1.529 / 1.614 /  8,0.948 / 0.948 /  7,0.948 / 0.948 /  7,0.948 / 0.948 /  6,1.614 / 1.614 /  3
11,2-8,1.226 / 1.904 /  7,1.225 / 1.506 /  7,1.127 / 1.200 /  6,1.113 / 1.113 /  6,1.178 / 1.506 /  6
