,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.139 / 1.209 /  9,1.211 / 1.330 /  9,0.926 / 1.218 /  9,1.163 / 1.209 /  9,1.222 / 1.222 /  9
1,1-1,1.447 / 1.502 /  9,1.527 / 1.810 /  9,1.535 / 2.111 /  9,1.513 / 1.810 /  9,1.474 / 1.502 /  9
2,1-2,1.143 / 1.215 /  9,1.072 / 1.215 /  9,2.072 / 2.183 /  9,1.000 / 1.000 /  9,1.654 / 1.654 /  9
3,2-0,1.870 / 1.870 /  6,1.897 / 2.059 /  7,1.873 / 1.890 /  6,1.870 / 1.870 /  7,1.890 / 1.923 /  8
4,2-1,1.124 / 1.391 /  8,1.064 / 1.378 / 12,1.539 / 1.844 /  7,1.138 / 1.378 /  5,1.489 / 1.489 /  6
5,2-2,0.888 / 0.888 /  8,1.914 / 1.981 / 10,1.214 / 2.084 / 12,1.271 / 1.682 / 10,0.888 / 0.888 /  8
6,2-3,1.213 / 1.243 /  4,1.240 / 1.576 /  7,1.249 / 1.576 /  6,1.184 / 1.184 /  6,1.271 / 1.576 /  9
7,2-4,1.014 / 1.253 /  3,2.143 / 2.351 /  5,1.142 / 1.142 /  7,1.279 / 1.593 /  8,0.894 / 0.894 /  7
8,2-5,0.820 / 0.933 /  8,1.695 / 1.905 /  9,1.185 / 1.467 /  8,1.059 / 1.059 /  8,0.945 / 1.080 /  8
9,2-6,0.892 / 0.892 /  7,0.892 / 0.892 /  6,1.366 / 1.366 /  5,0.980 / 1.200 /  7,0.907 / 0.907 /  9
10,2-7,0.952 / 0.952 /  6,0.952 / 0.952 /  7,34.866 / 236.802 /  7,0.952 / 0.952 /  9,0.952 / 0.952 /  8
11,2-8,1.197 / 1.354 /  3,1.367 / 1.492 /  5,1.092 / 1.568 /  7,1.315 / 1.354 /  6,1.368 / 1.368 /  7
