,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,0.848 / 1.093 /  9,0.817 / 1.018 /  9,0.930 / 2.036 /  9,0.855 / 1.093 /  9,1.008 / 1.766 /  9
1,1-1,1.043 / 1.383 /  9,1.308 / 1.611 /  9,1.293 / 1.434 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.110 / 1.286 /  9,0.904 / 1.142 /  9,0.904 / 1.000 /  9,1.142 / 1.386 /  9,1.000 / 1.000 /  9
3,2-0,0.923 / 1.078 /  6,0.892 / 0.892 /  8,0.674 / 0.674 /  6,0.913 / 1.078 /  9,0.674 / 0.674 /  5
4,2-1,1.183 / 1.183 /  9,1.183 / 1.183 /  6,0.894 / 0.894 /  9,1.183 / 1.183 /  9,0.894 / 0.894 /  8
5,2-2,1.020 / 1.020 /  6,1.020 / 1.020 /  7,1.020 / 1.020 /  6,1.077 / 1.273 /  7,1.063 / 1.278 /  6
6,2-3,1.375 / 1.801 /  8,1.325 / 1.417 /  9,1.314 / 1.314 /  8,1.314 / 1.314 /  9,1.339 / 1.417 / 12
7,2-4,2.161 / 2.210 /  8,2.112 / 2.210 /  8,2.210 / 2.210 /  2,2.276 / 2.612 /  8,2.210 / 2.210 /  9
8,2-5,0.962 / 0.962 /  9,0.962 / 0.962 /  6,0.962 / 0.962 /  6,0.962 / 0.962 /  5,0.962 / 0.962 /  8
9,2-6,0.899 / 0.899 /  7,0.929 / 1.116 /  9,1.594 / 1.684 /  5,0.899 / 0.899 /  7,1.474 / 1.474 /  4
10,2-7,0.950 / 1.100 /  9,0.928 / 0.928 /  7,0.928 / 0.928 /  9,0.932 / 0.951 /  6,1.108 / 1.228 /  5
11,2-8,0.896 / 0.896 /  8,0.937 / 1.112 /  6,1.551 / 1.675 /  6,0.964 / 1.503 /  9,1.513 / 1.573 /  7
