,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.140 / 1.632 /  9,1.636 / 2.020 /  9,1.718 / 2.116 /  9,1.057 / 1.172 /  9,1.038 / 1.172 /  9
1,1-1,1.000 / 1.000 /  9,1.532 / 1.757 /  9,1.540 / 1.757 /  9,1.157 / 1.283 /  9,1.173 / 1.567 /  9
2,1-2,1.162 / 1.190 /  9,1.000 / 1.000 /  9,1.655 / 1.712 /  9,1.239 / 1.338 /  9,1.223 / 1.338 /  9
3,2-0,0.900 / 0.900 /  6,0.900 / 0.900 /  5,0.935 / 1.285 / 11,0.900 / 0.900 /  9,0.940 / 1.224 /  8
4,2-1,0.888 / 0.888 /  5,1.436 / 1.519 /  5,1.415 / 1.415 /  3,0.888 / 0.888 /  5,0.939 / 1.246 /  7
5,2-2,1.125 / 1.478 /  9,1.201 / 2.159 /  9,1.081 / 1.081 /  8,1.081 / 1.081 /  5,1.081 / 1.081 /  7
6,2-3,0.892 / 0.892 /  4,0.892 / 0.892 /  8,0.892 / 0.892 /  5,0.892 / 0.892 /  9,0.892 / 0.892 /  5
7,2-4,0.916 / 1.118 /  9,0.931 / 1.214 /  8,0.891 / 0.891 /  9,0.931 / 1.214 /  8,0.971 / 1.214 /  8
8,2-5,0.941 / 0.941 /  7,0.867 / 0.985 /  7,0.840 / 0.985 /  8,0.946 / 0.985 /  8,0.968 / 1.049 /  8
9,2-6,0.909 / 0.909 /  6,0.909 / 0.909 /  7,1.107 / 1.305 /  4,0.909 / 0.909 /  6,0.909 / 0.909 /  8
10,2-7,0.890 / 0.890 /  7,0.890 / 0.890 /  7,0.890 / 0.890 /  7,0.890 / 0.890 /  9,0.930 / 1.173 /  7
11,2-8,1.284 / 1.284 /  9,1.284 / 1.284 /  5,1.284 / 1.284 /  6,1.284 / 1.284 /  9,1.317 / 1.646 / 11
