,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.268 / 2.068 /  9,1.461 / 1.794 /  9,1.770 / 1.770 /  9,1.122 / 1.273 /  9,1.000 / 1.000 /  9
1,1-1,1.000 / 1.000 /  9,1.418 / 1.418 /  9,1.437 / 1.592 /  9,1.000 / 1.000 /  9,1.781 / 1.781 /  9
2,1-2,1.437 / 1.664 /  9,1.078 / 1.706 /  9,1.329 / 1.329 /  9,1.515 / 1.664 /  9,1.397 / 1.397 /  9
3,2-0,0.890 / 0.890 /  8,0.890 / 0.890 /  6,1.231 / 1.576 /  9,0.890 / 0.890 /  6,0.933 / 1.278 /  9
4,2-1,2.148 / 2.432 /  5,1.444 / 1.451 /  5,1.439 / 1.439 /  6,2.121 / 2.432 /  8,1.445 / 1.445 /  8
5,2-2,1.294 / 1.418 /  8,0.805 / 0.969 /  7,0.778 / 0.778 /  6,1.002 / 1.418 /  9,1.063 / 1.418 /  7
6,2-3,0.890 / 0.890 /  6,1.046 / 1.046 /  6,1.357 / 1.434 /  7,0.890 / 0.890 /  6,0.890 / 0.890 / 10
7,2-4,0.952 / 0.952 /  7,1.108 / 1.367 /  8,1.056 / 1.367 /  8,0.952 / 0.952 / 11,0.952 / 0.952 /  7
8,2-5,0.947 / 1.268 /  7,0.893 / 0.893 /  8,0.940 / 1.268 /  8,0.935 / 1.268 /  9,1.214 / 1.268 /  7
9,2-6,0.893 / 0.893 /  9,0.893 / 0.893 /  9,0.893 / 0.893 /  9,0.893 / 0.893 /  6,0.893 / 0.893 /  4
10,2-7,1.101 / 2.299 /  8,1.379 / 1.920 /  9,1.623 / 1.623 /  5,0.930 / 0.930 /  4,0.930 / 0.930 /  6
11,2-8,1.248 / 1.497 /  7,1.457 / 1.457 /  6,1.457 / 1.457 /  5,1.252 / 1.497 /  7,1.214 / 1.469 /  6
