,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.225 / 1.531 /  9,1.354 / 1.379 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.078 / 1.350 /  9,1.427 / 1.703 /  9,1.452 / 1.635 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.494 / 1.494 /  9,1.244 / 1.507 /  9,1.232 / 1.395 /  9
3,2-0,1.021 / 1.021 / 10,0.943 / 0.943 / 10,0.920 / 0.920 /  7,1.085 / 1.245 /  7,1.041 / 1.245 / 11
4,2-1,0.931 / 0.931 /  7,0.931 / 0.931 /  9,1.482 / 1.507 /  5,0.931 / 0.931 /  9,0.931 / 0.931 /  6
5,2-2,0.889 / 0.889 / 10,0.889 / 0.889 /  9,0.889 / 0.889 /  5,0.889 / 0.889 /  8,0.889 / 0.889 /  5
6,2-3,1.110 / 1.110 /  8,1.456 / 1.458 /  5,1.355 / 1.716 /  9,1.164 / 1.382 /  5,1.124 / 1.212 /  7
7,2-4,1.412 / 1.484 /  4,1.393 / 1.423 /  7,0.930 / 0.930 /  6,1.406 / 1.657 /  8,1.370 / 1.370 /  7
8,2-5,1.419 / 1.428 /  7,1.170 / 1.239 /  7,1.416 / 1.428 / 10,1.415 / 1.415 /  5,1.415 / 1.415 /  8
9,2-6,1.026 / 1.197 /  9,0.977 / 0.977 /  8,1.041 / 1.041 /  6,0.977 / 0.977 /  7,0.977 / 0.977 /  7
10,2-7,0.857 / 1.144 /  7,0.987 / 1.242 / 11,1.280 / 1.928 /  5,0.809 / 0.809 / 10,0.851 / 1.144 /  8
11,2-8,1.774 / 1.774 / 10,1.860 / 2.158 /  9,1.774 / 1.774 /  8,1.838 / 2.158 /  6,1.813 / 2.158 / 10
