,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.266 / 1.543 /  9,1.407 / 1.684 /  9,0.919 / 0.919 /  9,2.222 / 2.222 /  9
1,1-1,1.410 / 1.410 /  9,2.274 / 2.618 /  9,2.484 / 2.829 /  9,1.410 / 1.410 /  9,1.410 / 1.410 /  9
2,1-2,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.037 / 1.168 /  9,1.063 / 1.285 /  9,1.183 / 1.285 /  9
3,2-0,0.941 / 0.941 /  6,0.941 / 0.941 /  7,0.941 / 0.941 /  7,0.941 / 0.941 /  5,1.274 / 1.489 /  5
4,2-1,1.346 / 1.400 /  4,1.185 / 1.185 /  5,1.400 / 1.400 /  6,1.392 / 1.542 /  9,1.185 / 1.185 /  9
5,2-2,1.721 / 1.819 /  8,0.947 / 1.062 /  8,1.536 / 1.536 /  9,1.545 / 1.602 /  7,1.074 / 1.403 /  7
6,2-3,1.584 / 1.658 /  4,1.208 / 1.276 /  7,1.363 / 1.363 /  9,1.363 / 1.363 /  7,1.133 / 1.180 /  8
7,2-4,0.890 / 0.890 /  7,0.890 / 0.890 /  7,0.890 / 0.890 /  5,1.062 / 1.293 /  7,0.935 / 1.293 /  9
8,2-5,0.889 / 0.889 /  5,0.927 / 1.117 /  6,0.889 / 0.889 /  5,0.889 / 0.889 /  8,0.889 / 0.889 /  9
9,2-6,1.551 / 1.551 /  8,1.103 / 1.103 /  7,1.275 / 1.275 /  7,1.275 / 1.275 /  7,1.143 / 1.252 /  9
10,2-7,1.154 / 1.174 /  6,0.709 / 0.709 /  7,0.709 / 0.709 /  6,1.106 / 1.114 /  5,1.580 / 1.650 /  8
11,2-8,0.941 / 0.941 /  5,1.040 / 1.338 /  8,0.941 / 0.941 /  9,0.941 / 0.941 /  7,1.662 / 1.827 /  3
