,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.668 / 1.916 /  9,1.353 / 1.353 /  9,1.307 / 1.568 /  9,1.035 / 1.312 /  9
1,1-1,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.079 / 1.236 /  9,0.975 / 1.301 /  9,0.975 / 1.301 /  9,0.934 / 0.934 /  9,1.172 / 2.234 /  9
3,2-0,1.935 / 2.223 / 11,2.223 / 2.223 /  8,2.223 / 2.223 /  4,2.223 / 2.223 /  7,2.223 / 2.223 /  8
4,2-1,0.892 / 0.892 /  6,0.892 / 0.892 /  8,0.892 / 0.892 /  8,0.892 / 0.892 / 10,0.934 / 1.225 /  8
5,2-2,1.543 / 1.543 /  6,1.429 / 1.429 / 10,1.507 / 1.740 /  8,1.543 / 1.543 /  8,1.367 / 1.853 /  8
6,2-3,0.893 / 0.893 /  8,0.963 / 1.172 /  4,0.939 / 1.172 /  6,0.928 / 1.172 /  8,0.931 / 1.159 /  7
7,2-4,1.822 / 1.830 /  6,1.820 / 1.820 /  6,1.820 / 1.820 /  9,1.820 / 1.820 /  8,1.820 / 1.820 /  5
8,2-5,0.760 / 0.760 /  7,0.669 / 0.669 /  7,0.669 / 0.669 /  7,0.669 / 0.669 /  8,0.817 / 0.989 /  8
9,2-6,0.942 / 1.291 /  9,0.898 / 0.898 / 10,0.942 / 1.291 /  9,0.898 / 0.898 /  9,0.898 / 0.898 /  9
10,2-7,1.125 / 1.386 /  8,0.931 / 1.040 /  6,1.051 / 1.051 /  5,1.104 / 1.247 /  6,1.137 / 1.386 /  5
11,2-8,1.596 / 1.596 /  6,1.354 / 1.354 /  5,1.568 / 1.568 /  9,1.042 / 1.042 /  8,1.068 / 1.596 /  6
