,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.033 / 1.296 /  9,1.156 / 1.324 /  9,1.540 / 1.784 /  9,1.319 / 1.461 /  9,2.102 / 2.102 /  9
1,1-1,1.244 / 1.275 /  9,1.657 / 1.729 /  9,1.085 / 1.112 /  9,1.120 / 1.320 /  9,1.087 / 1.087 /  9
2,1-2,1.388 / 1.388 /  9,1.432 / 1.587 /  9,1.388 / 1.388 /  9,1.388 / 1.388 /  9,1.483 / 1.539 /  9
3,2-0,1.616 / 1.840 /  6,1.572 / 1.572 / 10,0.920 / 0.920 /  6,0.999 / 1.166 / 10,0.956 / 1.166 /  8
4,2-1,1.434 / 1.546 /  9,1.420 / 1.420 /  9,1.420 / 1.420 /  6,0.993 / 1.309 /  8,1.306 / 1.623 /  8
5,2-2,0.832 / 1.613 /  9,0.860 / 1.613 /  7,0.734 / 0.734 / 10,0.734 / 0.734 /  6,0.734 / 0.734 /  6
6,2-3,0.888 / 0.888 /  3,0.888 / 0.888 /  6,0.888 / 0.888 / 10,1.614 / 1.614 /  7,1.431 / 1.681 /  9
7,2-4,0.892 / 0.892 / 10,0.940 / 1.109 /  9,0.892 / 0.892 /  4,0.892 / 0.892 /  9,1.301 / 1.301 /  6
8,2-5,0.809 / 0.809 /  7,0.809 / 0.809 / 10,0.867 / 1.099 / 10,1.469 / 1.515 /  8,0.915 / 0.915 / 10
9,2-6,1.231 / 1.231 /  6,1.231 / 1.231 /  5,1.358 / 1.610 /  6,0.983 / 1.320 /  9,1.103 / 1.320 /  7
10,2-7,0.910 / 0.910 /  7,1.082 / 1.356 /  8,1.343 / 1.343 /  9,1.039 / 1.039 / 10,2.022 / 2.237 /  9
11,2-8,0.894 / 0.894 /  8,1.161 / 1.963 /  8,0.993 / 1.256 / 11,0.894 / 0.894 /  9,0.935 / 1.256 /  9
