,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.242 / 1.295 / 99 / 99,1.346 / 1.712 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.043 / 1.507 / 99 / 99,1.375 / 1.650 / 99 / 99,1.701 / 2.108 / 99 / 99,1.257 / 1.507 / 99 / 99
2,1-2,1.360 / 1.690 / 99 / 99,1.432 / 1.690 / 99 / 99,1.475 / 1.687 / 99 / 99,1.443 / 1.690 / 99 / 99
3,1-3,1.470 / 1.826 / 99 / 99,1.718 / 1.826 / 99 / 99,1.626 / 1.826 / 99 / 99,1.670 / 1.826 / 99 / 99
4,1-4,1.555 / 2.409 / 99 / 99,2.230 / 2.964 / 99 / 99,2.387 / 2.937 / 99 / 99,1.861 / 2.409 / 99 / 99
5,2-0,1.221 / 1.276 / 9 / 9,0.898 / 0.911 / 72 / 72,0.900 / 0.911 / 48 / 48,1.231 / 1.276 / 59 / 59
6,2-1,0.919 / 0.919 / 53 / 53,1.126 / 1.206 / 57 / 57,1.115 / 1.332 / 72 / 72,0.919 / 0.919 / 65 / 65
7,2-2,2.032 / 2.752 / 43 / 43,2.365 / 2.865 / 39 / 39,2.444 / 2.865 / 46 / 46,2.337 / 3.001 / 59 / 59
8,2-3,1.153 / 1.153 / 61 / 61,1.422 / 1.422 / 32 / 32,1.422 / 1.422 / 47 / 47,1.153 / 1.153 / 42 / 42
9,2-4,0.892 / 0.892 / 54 / 54,0.892 / 0.892 / 47 / 47,0.892 / 0.892 / 58 / 58,0.892 / 0.892 / 50 / 50
10,2-5,1.806 / 2.614 / 19 / 19,1.899 / 2.192 / 53 / 53,1.906 / 2.192 / 43 / 43,1.909 / 2.617 / 65 / 65
11,2-6,1.542 / 1.703 / 47 / 47,1.292 / 1.638 / 44 / 44,1.168 / 1.638 / 48 / 48,1.570 / 1.609 / 32 / 32
12,2-7,1.122 / 1.375 / 43 / 43,1.111 / 1.375 / 56 / 56,1.148 / 1.375 / 69 / 69,1.221 / 1.375 / 35 / 35
13,2-8,1.255 / 1.952 / 52 / 52,1.287 / 1.952 / 39 / 39,1.332 / 1.952 / 36 / 36,1.385 / 1.952 / 53 / 53
14,2-9,1.407 / 1.884 / 41 / 41,1.465 / 1.934 / 53 / 53,1.348 / 1.884 / 49 / 49,1.347 / 2.051 / 61 / 61
