,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.272 / 1.732 / 99 / 99,1.216 / 1.988 / 99 / 99,1.092 / 1.988 / 99 / 99,1.301 / 1.732 / 99 / 99
1,1-1,1.209 / 1.209 / 99 / 99,1.209 / 1.209 / 99 / 99,1.209 / 1.209 / 99 / 99,1.209 / 1.209 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,1.325 / 1.404 / 99 / 99,1.328 / 1.404 / 99 / 99,1.000 / 1.000 / 99 / 99
3,1-3,1.281 / 1.335 / 99 / 99,1.280 / 1.332 / 99 / 99,1.348 / 1.937 / 99 / 99,1.280 / 1.335 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
5,2-0,1.347 / 2.162 / 61 / 61,1.348 / 1.766 / 60 / 60,1.146 / 1.766 / 37 / 37,0.970 / 1.799 / 34 / 34
6,2-1,1.077 / 1.722 / 43 / 43,1.286 / 1.637 / 47 / 47,1.081 / 1.637 / 60 / 60,1.230 / 1.703 / 65 / 65
7,2-2,1.186 / 1.521 / 75 / 75,1.360 / 1.676 / 55 / 55,1.427 / 1.724 / 60 / 60,1.157 / 1.524 / 44 / 44
8,2-3,1.126 / 2.010 / 41 / 41,1.296 / 2.045 / 66 / 66,1.701 / 2.425 / 33 / 33,1.233 / 2.045 / 40 / 40
9,2-4,1.201 / 1.425 / 51 / 51,1.136 / 1.397 / 43 / 43,1.121 / 1.213 / 32 / 32,1.180 / 1.271 / 70 / 70
10,2-5,1.941 / 2.526 / 35 / 35,1.915 / 2.446 / 54 / 54,1.761 / 2.124 / 37 / 37,2.005 / 2.526 / 56 / 56
11,2-6,2.314 / 2.515 / 41 / 41,2.451 / 2.870 / 32 / 32,2.436 / 2.870 / 71 / 71,2.516 / 2.979 / 76 / 76
12,2-7,1.660 / 1.880 / 21 / 21,1.370 / 1.852 / 51 / 51,1.556 / 1.973 / 56 / 56,1.642 / 2.070 / 47 / 47
13,2-8,1.058 / 1.314 / 37 / 37,0.907 / 1.296 / 42 / 42,0.987 / 1.296 / 69 / 69,1.028 / 1.314 / 41 / 41
14,2-9,0.898 / 0.898 / 55 / 55,0.898 / 0.898 / 60 / 60,0.898 / 0.898 / 45 / 45,0.898 / 0.898 / 65 / 65
