,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.299 / 1.788 / 99 / 99,1.181 / 1.407 / 99 / 99,1.218 / 1.407 / 99 / 99,1.307 / 1.788 / 99 / 99
1,1-1,1.429 / 1.918 / 99 / 99,2.012 / 2.468 / 99 / 99,2.008 / 2.468 / 99 / 99,1.549 / 1.918 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,1.869 / 2.067 / 99 / 99,1.763 / 2.108 / 99 / 99,1.000 / 1.000 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
4,1-4,1.138 / 1.509 / 99 / 99,1.072 / 1.233 / 99 / 99,1.208 / 1.509 / 99 / 99,1.048 / 1.212 / 99 / 99
5,2-0,0.840 / 1.368 / 41 / 41,1.503 / 1.730 / 42 / 42,1.367 / 1.859 / 62 / 62,0.827 / 1.368 / 55 / 55
6,2-1,1.300 / 1.651 / 40 / 40,1.200 / 1.469 / 35 / 35,1.153 / 1.591 / 54 / 54,1.143 / 1.143 / 27 / 27
7,2-2,0.676 / 0.676 / 54 / 54,1.448 / 1.692 / 45 / 45,1.424 / 1.692 / 54 / 54,0.676 / 0.676 / 43 / 43
8,2-3,1.382 / 1.960 / 24 / 24,1.484 / 2.021 / 71 / 71,1.594 / 1.960 / 63 / 63,1.592 / 2.034 / 62 / 62
9,2-4,1.142 / 1.606 / 31 / 31,1.628 / 1.839 / 31 / 31,1.266 / 2.088 / 43 / 43,1.576 / 1.839 / 83 / 83
10,2-5,1.058 / 1.454 / 55 / 55,1.195 / 1.422 / 29 / 29,1.167 / 1.333 / 20 / 20,1.104 / 1.291 / 54 / 54
11,2-6,1.189 / 1.474 / 70 / 70,1.185 / 1.363 / 28 / 28,1.236 / 1.677 / 30 / 30,1.243 / 1.467 / 30 / 30
12,2-7,0.893 / 0.893 / 54 / 54,0.952 / 0.962 / 49 / 49,0.893 / 0.893 / 40 / 40,1.058 / 1.121 / 61 / 61
13,2-8,0.973 / 1.502 / 41 / 41,0.970 / 1.262 / 47 / 47,1.071 / 1.386 / 41 / 41,1.018 / 1.502 / 83 / 83
14,2-9,1.007 / 1.007 / 64 / 64,1.045 / 1.141 / 53 / 53,0.982 / 1.007 / 32 / 32,1.134 / 1.141 / 62 / 62
