,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.538 / 1.826 /  9,-1.000 / -1.000 /  0,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.000 / 1.000 /  9,1.537 / 1.730 /  9,-1.000 / -1.000 /  0,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.434 / 1.434 /  9,1.448 / 1.558 /  9,-1.000 / -1.000 /  0,1.434 / 1.434 /  9,1.460 / 1.674 /  9
3,1-3,1.077 / 1.368 /  9,1.525 / 1.913 /  9,-1.000 / -1.000 /  0,1.334 / 2.264 /  9,1.788 / 2.103 /  9
4,1-4,1.299 / 1.299 /  9,1.666 / 1.970 /  9,-1.000 / -1.000 /  0,1.581 / 1.851 /  9,1.363 / 1.624 /  9
5,1-5,1.314 / 1.569 /  9,1.568 / 1.891 /  9,-1.000 / -1.000 /  0,1.315 / 1.370 /  9,1.507 / 2.078 /  9
6,1-6,0.976 / 1.268 /  9,0.988 / 1.450 /  9,-1.000 / -1.000 /  0,1.353 / 1.353 /  9,1.114 / 1.375 /  9
7,1-7,1.038 / 1.344 /  9,1.033 / 1.151 /  9,-1.000 / -1.000 /  0,1.000 / 1.000 /  9,1.000 / 1.000 /  9
8,1-8,1.472 / 2.098 /  9,2.168 / 2.250 /  9,-1.000 / -1.000 /  0,2.321 / 2.597 /  9,2.157 / 2.472 /  9
9,1-9,1.077 / 1.135 /  9,1.126 / 1.225 /  9,-1.000 / -1.000 /  0,1.226 / 1.226 /  9,0.678 / 0.955 /  9
10,2-0,1.726 / 1.973 /  9,1.752 / 2.110 /  8,-1.000 / -1.000 /  0,1.703 / 1.707 /  7,1.607 / 1.885 / 10
11,2-1,1.687 / 1.750 /  9,1.842 / 2.379 /  6,-1.000 / -1.000 /  0,1.691 / 1.763 /  8,1.249 / 1.249 /  7
12,2-2,1.712 / 1.779 /  9,1.766 / 2.209 /  8,-1.000 / -1.000 /  0,1.714 / 1.714 /  5,1.617 / 1.993 / 13
13,2-3,1.561 / 1.561 /  8,1.590 / 1.630 /  7,-1.000 / -1.000 /  0,1.089 / 1.375 /  8,1.135 / 1.310 /  6
14,2-4,0.909 / 0.909 /  6,1.200 / 1.200 /  7,-1.000 / -1.000 /  0,0.957 / 1.200 /  6,1.033 / 1.324 / 10
15,2-5,2.228 / 2.338 /  8,1.125 / 1.405 /  9,-1.000 / -1.000 /  0,1.741 / 1.839 /  7,1.730 / 1.770 /  9
16,2-6,0.981 / 1.134 /  8,1.214 / 1.439 /  8,-1.000 / -1.000 /  0,1.215 / 1.551 /  8,1.141 / 1.861 /  5
17,2-7,1.618 / 1.618 / 10,1.862 / 2.224 /  7,-1.000 / -1.000 /  0,0.919 / 0.919 /  7,0.919 / 0.919 /  8
18,2-8,1.548 / 1.629 /  8,1.538 / 1.560 /  7,-1.000 / -1.000 /  0,0.952 / 0.952 /  4,0.952 / 0.952 /  9
19,2-9,0.971 / 1.264 /  9,1.045 / 1.364 /  8,-1.000 / -1.000 /  0,0.888 / 0.888 /  8,0.888 / 0.888 /  5
