,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.352 / 1.368 /  9,1.420 / 1.835 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
1,1-1,1.096 / 1.190 /  9,1.226 / 1.238 /  9,1.349 / 1.913 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
2,1-2,1.188 / 1.422 /  9,1.669 / 1.870 /  9,1.478 / 1.928 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
3,1-3,1.000 / 1.000 /  9,2.126 / 2.156 /  9,1.821 / 1.821 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
4,1-4,1.563 / 1.756 /  9,1.562 / 1.753 /  9,1.631 / 1.695 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
5,1-5,1.892 / 1.892 /  9,1.850 / 1.883 /  9,1.522 / 1.522 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
6,1-6,1.404 / 1.717 /  9,1.364 / 1.364 /  9,1.481 / 1.717 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
7,1-7,1.017 / 1.156 /  9,1.029 / 1.260 /  9,1.052 / 1.156 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
8,1-8,1.292 / 1.292 /  9,0.973 / 1.023 /  9,0.967 / 0.967 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
9,1-9,1.381 / 1.381 /  9,1.880 / 2.218 /  9,1.920 / 1.957 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
10,2-0,0.723 / 0.723 /  8,1.109 / 1.351 /  9,1.113 / 1.113 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
11,2-1,0.942 / 1.198 /  6,1.069 / 1.784 /  5,0.890 / 0.890 /  6,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
12,2-2,1.366 / 1.366 /  5,1.113 / 1.113 /  4,1.017 / 1.017 /  8,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
13,2-3,0.705 / 0.705 /  6,1.070 / 1.187 /  8,0.705 / 0.705 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
14,2-4,0.952 / 0.952 /  6,1.730 / 1.818 /  8,1.669 / 1.669 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
15,2-5,0.871 / 1.401 /  8,0.813 / 1.524 /  7,1.053 / 1.524 /  7,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
16,2-6,0.950 / 1.181 /  5,0.943 / 1.244 /  7,0.988 / 1.754 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
17,2-7,0.952 / 0.952 /  8,0.952 / 0.952 /  6,1.313 / 1.534 /  7,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
18,2-8,0.899 / 0.899 /  6,0.925 / 0.925 /  5,0.869 / 0.869 /  8,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
19,2-9,1.033 / 1.236 /  5,0.897 / 0.897 /  5,1.348 / 1.768 /  7,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0
