,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,-1.000 / -1.000 /  0,1.173 / 2.559 /  9
1,1-1,1.112 / 1.112 /  9,1.618 / 1.884 /  9,1.840 / 2.019 /  9,-1.000 / -1.000 /  0,1.940 / 1.940 /  9
2,1-2,1.144 / 1.162 /  9,1.225 / 1.821 /  9,1.257 / 1.588 /  9,-1.000 / -1.000 /  0,1.261 / 1.336 /  9
3,1-3,1.573 / 1.573 /  9,1.515 / 1.816 /  9,1.664 / 1.674 /  9,-1.000 / -1.000 /  0,1.880 / 1.880 /  9
4,1-4,1.437 / 1.437 /  9,1.437 / 1.437 /  9,1.437 / 1.437 /  9,-1.000 / -1.000 /  0,1.437 / 1.437 /  9
5,1-5,1.000 / 1.000 /  9,1.831 / 2.058 /  9,1.509 / 1.842 /  9,-1.000 / -1.000 /  0,1.042 / 1.376 /  9
6,1-6,1.516 / 1.516 /  9,1.141 / 1.141 /  9,1.141 / 1.141 /  9,-1.000 / -1.000 /  0,1.586 / 1.696 /  9
7,1-7,1.592 / 1.592 /  9,1.509 / 1.575 /  9,1.588 / 1.708 /  9,-1.000 / -1.000 /  0,2.127 / 2.127 /  8
8,1-8,1.282 / 1.282 /  9,2.003 / 2.350 /  9,1.793 / 2.112 /  9,-1.000 / -1.000 /  0,1.312 / 1.478 /  9
9,1-9,1.000 / 1.000 /  9,1.347 / 1.975 /  9,1.430 / 1.440 /  9,-1.000 / -1.000 /  0,0.993 / 1.285 /  9
10,2-0,1.242 / 1.242 /  9,1.242 / 1.242 /  8,1.159 / 1.159 /  7,-1.000 / -1.000 /  0,1.897 / 2.124 /  4
11,2-1,1.079 / 1.185 /  7,1.223 / 1.223 /  6,1.727 / 1.727 /  6,-1.000 / -1.000 /  0,1.306 / 1.409 /  8
12,2-2,0.866 / 0.866 / 11,0.880 / 0.969 /  7,0.866 / 0.866 /  5,-1.000 / -1.000 /  0,27.275 / 260.901 / 10
13,2-3,0.687 / 0.687 /  6,1.222 / 1.447 /  5,1.094 / 1.162 /  9,-1.000 / -1.000 /  0,29.173 / 86.145 /  3
14,2-4,1.077 / 1.366 /  6,1.249 / 1.531 /  9,1.274 / 1.500 /  5,-1.000 / -1.000 /  0,202.097 / 338.309 /  6
15,2-5,0.893 / 0.893 /  3,1.174 / 1.303 /  9,1.345 / 1.975 /  4,-1.000 / -1.000 /  0,1.137 / 1.137 /  7
16,2-6,1.019 / 1.286 /  6,1.108 / 1.108 /  6,1.226 / 1.413 / 10,-1.000 / -1.000 /  0,217.666 / 401.726 /  7
17,2-7,0.952 / 0.952 /  1,0.952 / 0.952 /  7,1.011 / 1.361 /  7,-1.000 / -1.000 /  0,0.952 / 0.952 /  3
18,2-8,0.897 / 0.904 / 10,1.139 / 1.139 /  7,1.172 / 1.267 /  6,-1.000 / -1.000 /  0,1.187 / 1.427 /  6
19,2-9,0.950 / 1.234 /  6,1.150 / 1.754 /  8,1.945 / 2.301 /  7,-1.000 / -1.000 /  0,1.206 / 1.501 /  5
