,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.089 / 1.402 /  9,1.262 / 1.407 /  9,1.871 / 2.173 /  9,1.045 / 1.402 /  9,1.045 / 1.407 /  9
1,1-1,1.091 / 1.411 /  9,1.227 / 1.585 /  9,1.652 / 2.121 /  9,1.000 / 1.000 /  9,1.135 / 1.411 /  9
2,1-2,1.027 / 1.242 /  9,1.371 / 1.834 /  9,1.385 / 1.975 /  9,1.027 / 1.242 /  9,1.086 / 1.385 /  9
3,1-3,1.403 / 1.403 /  9,1.619 / 1.619 /  9,1.626 / 1.680 /  9,1.619 / 1.619 /  9,2.026 / 2.026 /  9
4,1-4,0.827 / 1.000 /  9,1.236 / 1.530 /  9,1.234 / 1.513 /  9,0.827 / 1.000 /  9,0.945 / 1.127 /  9
5,1-5,1.000 / 1.000 /  9,1.354 / 1.365 /  9,1.125 / 1.936 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
6,1-6,1.000 / 1.000 /  9,1.868 / 1.905 /  9,2.108 / 2.288 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
7,1-7,1.271 / 1.689 /  9,0.899 / 0.899 /  9,0.924 / 1.120 /  9,0.899 / 0.899 /  9,0.925 / 1.131 /  9
8,1-8,1.742 / 1.811 /  9,1.680 / 1.680 /  9,1.686 / 1.730 /  9,1.680 / 1.680 /  9,1.377 / 1.377 /  9
9,1-9,1.668 / 1.950 /  9,1.119 / 1.119 /  9,1.119 / 1.119 /  9,1.119 / 1.119 /  9,1.119 / 1.119 /  9
10,2-0,0.895 / 0.895 /  9,0.895 / 0.895 / 10,1.564 / 1.624 /  9,0.895 / 0.895 /  6,0.932 / 1.304 / 11
11,2-1,0.952 / 0.952 /  9,1.039 / 1.039 /  8,1.039 / 1.039 /  7,0.979 / 0.979 /  6,0.979 / 0.979 /  5
12,2-2,0.893 / 0.893 /  7,1.027 / 1.050 /  7,1.466 / 1.577 /  4,0.945 / 1.256 /  7,0.939 / 1.305 /  9
13,2-3,1.211 / 1.628 /  6,1.003 / 1.003 /  9,1.310 / 1.314 /  9,1.223 / 1.472 /  9,1.348 / 1.348 /  9
14,2-4,1.401 / 1.612 /  8,1.170 / 1.429 /  8,1.090 / 1.113 /  7,1.681 / 2.198 /  7,0.893 / 0.893 /  8
15,2-5,0.959 / 1.008 /  8,0.925 / 1.077 /  7,1.239 / 1.260 /  6,0.943 / 1.029 /  3,0.926 / 1.029 /  6
16,2-6,0.889 / 0.889 /  9,1.663 / 1.915 /  7,1.708 / 2.009 /  7,1.044 / 1.262 /  6,0.936 / 1.215 /  7
17,2-7,0.927 / 1.000 /  9,1.141 / 1.141 /  5,1.380 / 1.421 /  9,0.944 / 0.944 /  2,0.931 / 0.931 /  7
18,2-8,0.979 / 0.979 /  9,1.102 / 1.163 /  6,1.511 / 1.511 /  6,0.979 / 0.979 /  6,0.979 / 0.979 /  7
19,2-9,0.862 / 1.223 / 10,0.782 / 0.782 /  9,0.782 / 0.782 /  6,0.773 / 0.773 /  7,0.888 / 0.888 /  6
