,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.546 / 1.756 / 99 / 99,17136.407 / 34268.154 / 33 / 99,-1.000 / -1.000 / 0 / 99,1.655 / 1.756 / 99 / 99
1,1-1,1.550 / 2.024 / 99 / 99,3200.553 / 6885.530 / 85 / 99,-1.000 / -1.000 / 0 / 99,1.597 / 2.024 / 99 / 99
2,1-2,1.761 / 2.427 / 99 / 99,17907.123 / 35807.547 / 33 / 99,-1.000 / -1.000 / 0 / 99,1.649 / 1.798 / 99 / 99
3,1-3,1.257 / 1.718 / 99 / 99,11577.955 / 23149.985 / 33 / 99,-1.000 / -1.000 / 0 / 99,1.605 / 1.981 / 99 / 99
4,1-4,1.565 / 2.487 / 99 / 99,18352.563 / 36699.493 / 33 / 99,-1.000 / -1.000 / 0 / 99,1.497 / 1.881 / 99 / 99
5,1-5,1.000 / 1.000 / 99 / 99,18379.303 / 36754.972 / 33 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
6,1-6,1.319 / 1.489 / 99 / 99,14918.921 / 29966.270 / 237 / 99,-1.000 / -1.000 / 0 / 99,1.221 / 1.489 / 99 / 99
7,1-7,1.894 / 2.617 / 99 / 99,1061.705 / 2881.670 / 98 / 99,-1.000 / -1.000 / 0 / 99,1.940 / 2.102 / 99 / 99
8,1-8,1.562 / 1.819 / 99 / 99,3217.284 / 6473.330 / 84 / 99,-1.000 / -1.000 / 0 / 99,1.550 / 1.628 / 99 / 99
9,1-9,2.502 / 2.837 / 99 / 99,13670.894 / 31227.809 / 50 / 99,-1.000 / -1.000 / 0 / 99,2.525 / 2.746 / 99 / 99
10,2-0,1.081 / 2.229 / 34 / 34,2758.540 / 3916.464 / 12 / 14,-1.000 / -1.000 / 0 / 55,1.419 / 1.978 / 70 / 70
11,2-1,1.275 / 2.009 / 64 / 64,3028.413 / 4942.221 / 38 / 45,-1.000 / -1.000 / 0 / 75,1.202 / 2.009 / 57 / 57
12,2-2,1.942 / 2.145 / 47 / 47,8873.023 / 16946.897 / 49 / 60,-1.000 / -1.000 / 0 / 60,2.026 / 2.311 / 74 / 74
13,2-3,1.453 / 1.603 / 52 / 52,2066.490 / 4380.857 / 53 / 53,-1.000 / -1.000 / 0 / 59,1.432 / 1.722 / 28 / 28
14,2-4,1.596 / 1.916 / 46 / 46,19753.896 / 24622.976 / 18 / 44,-1.000 / -1.000 / 0 / 52,1.555 / 1.810 / 82 / 82
15,2-5,0.964 / 1.602 / 28 / 28,1.076 / 1.350 / 18 / 20,-1.000 / -1.000 / 0 / 51,0.931 / 1.314 / 39 / 39
16,2-6,1.217 / 1.275 / 47 / 47,11948.001 / 22203.432 / 19 / 37,-1.000 / -1.000 / 0 / 53,0.849 / 0.849 / 74 / 74
17,2-7,1.068 / 1.449 / 53 / 53,11777.017 / 15254.426 / 10 / 48,-1.000 / -1.000 / 0 / 81,1.300 / 1.704 / 65 / 65
18,2-8,0.829 / 1.314 / 40 / 40,1.011 / 1.396 / 37 / 44,-1.000 / -1.000 / 0 / 38,0.914 / 1.314 / 64 / 64
19,2-9,2.127 / 2.339 / 56 / 56,22765.509 / 33915.690 / 21 / 76,-1.000 / -1.000 / 0 / 49,2.154 / 2.387 / 37 / 37
