,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,-1.000 / -1.000 /  0,1.043 / 1.075 /  9,0.805 / 1.075 /  9,1.075 / 1.075 /  1,1.048 / 1.124 /  9
1,1-1,-1.000 / -1.000 /  0,1.062 / 1.220 /  9,1.050 / 1.220 /  9,1943.026 / 3885.097 / 11715,1.125 / 1.894 /  9
2,1-2,-1.000 / -1.000 /  0,0.882 / 1.075 /  9,0.895 / 1.458 /  9,1.000 / 1.000 /  1,0.940 / 0.988 /  9
3,1-3,-1.000 / -1.000 /  0,1.140 / 1.425 /  9,1.152 / 1.961 /  9,1.313 / 1.313 /  1,1.000 / 1.000 /  9
4,1-4,-1.000 / -1.000 /  0,1.015 / 1.070 /  9,1.012 / 1.112 /  9,1.000 / 1.000 /  1,1.223 / 1.289 /  9
5,1-5,-1.000 / -1.000 /  0,1.866 / 1.974 /  9,1.880 / 2.100 /  9,1.756 / 1.756 /  1,2.113 / 2.217 /  9
6,1-6,-1.000 / -1.000 /  0,1.046 / 1.415 /  9,1.000 / 1.000 /  9,817.537 / 2042.081 /  5,1.092 / 1.415 /  9
7,1-7,-1.000 / -1.000 /  0,1.434 / 1.767 /  9,1.393 / 1.393 /  9,739.270 / 1845.664 /  5,1.476 / 1.767 /  9
8,1-8,-1.000 / -1.000 /  0,1.676 / 1.716 /  9,1.432 / 1.716 /  9,1.716 / 1.716 /  1,1.683 / 1.776 /  9
9,1-9,-1.000 / -1.000 /  0,1.000 / 1.000 /  9,2.130 / 2.578 /  9,4.046 / 7.093 /  2,1.000 / 1.000 /  9
10,2-0,-1.000 / -1.000 /  0,1.119 / 1.119 /  5,1.152 / 1.389 /  8,-1.000 / -1.000 /  0,1.720 / 1.720 /  8
11,2-1,-1.000 / -1.000 /  0,1.468 / 1.556 /  7,1.453 / 1.453 / 10,-1.000 / -1.000 /  0,1.516 / 1.754 /  8
12,2-2,-1.000 / -1.000 /  0,1.461 / 2.140 /  8,1.318 / 1.318 /  7,1.119 / 1.119 /  1,1.865 / 2.620 /  6
13,2-3,-1.000 / -1.000 /  0,1.233 / 1.233 /  7,1.233 / 1.233 / 11,1.048 / 1.048 /  1,1.452 / 1.452 / 10
14,2-4,-1.000 / -1.000 /  0,0.890 / 0.890 /  6,0.890 / 0.890 /  7,-1.000 / -1.000 /  0,1.445 / 1.734 / 10
15,2-5,-1.000 / -1.000 /  0,1.034 / 1.034 /  7,1.046 / 1.109 /  6,-1.000 / -1.000 /  0,1.723 / 1.832 /  8
16,2-6,-1.000 / -1.000 /  0,1.487 / 1.553 /  4,1.604 / 2.297 /  6,-1.000 / -1.000 /  0,0.941 / 0.941 /  5
17,2-7,-1.000 / -1.000 /  0,0.888 / 0.888 /  6,1.023 / 1.694 /  6,-1.000 / -1.000 /  0,1.569 / 1.569 /  5
18,2-8,-1.000 / -1.000 /  0,1.171 / 1.501 / 10,0.820 / 0.820 / 10,-1.000 / -1.000 /  0,0.919 / 1.108 /  8
19,2-9,-1.000 / -1.000 /  0,1.192 / 1.354 /  5,1.192 / 1.354 /  5,-1.000 / -1.000 /  0,1.153 / 1.229 /  8
