,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.221 / 1.562 / 99 / 99,1.330 / 1.562 / 99 / 99,1.062 / 1.562 / 99 / 99,1.176 / 1.562 / 99 / 99
1,1-1,1.576 / 1.982 / 99 / 99,1.521 / 1.982 / 99 / 99,1.497 / 2.265 / 99 / 99,1.581 / 1.982 / 99 / 99
2,1-2,0.932 / 1.107 / 99 / 99,0.934 / 1.156 / 99 / 99,1.021 / 1.583 / 99 / 99,0.935 / 1.107 / 99 / 99
3,1-3,1.356 / 1.547 / 99 / 99,1.366 / 1.547 / 99 / 99,1.394 / 1.651 / 99 / 99,1.350 / 1.547 / 99 / 99
4,2-0,1.286 / 1.539 / 64 / 64,1.233 / 1.539 / 34 / 34,1.092 / 1.371 / 38 / 38,1.169 / 1.539 / 55 / 55
5,2-1,1.325 / 1.325 / 43 / 43,1.325 / 1.325 / 86 / 86,1.325 / 1.325 / 49 / 49,1.325 / 1.325 / 70 / 70
6,2-2,1.265 / 1.640 / 38 / 38,1.097 / 1.640 / 53 / 53,1.353 / 1.619 / 26 / 26,1.184 / 1.619 / 30 / 30
7,2-3,1.594 / 1.653 / 36 / 36,1.597 / 1.653 / 32 / 32,1.558 / 1.878 / 66 / 66,1.564 / 1.653 / 49 / 49
8,2-4,1.084 / 1.119 / 51 / 51,1.081 / 1.081 / 77 / 77,1.122 / 1.282 / 15 / 15,1.081 / 1.081 / 43 / 43
9,2-5,0.803 / 0.803 / 31 / 31,0.803 / 0.803 / 51 / 51,0.803 / 0.803 / 59 / 59,0.803 / 0.803 / 47 / 47
10,2-6,1.200 / 1.200 / 35 / 35,1.212 / 1.650 / 39 / 39,0.952 / 0.952 / 67 / 67,1.200 / 1.200 / 39 / 39
11,2-7,1.034 / 1.735 / 49 / 49,1.137 / 1.735 / 33 / 33,1.152 / 1.921 / 58 / 58,1.110 / 1.735 / 75 / 75
