,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.152 / 1.243 / 99 / 99,1.168 / 1.415 / 99 / 99,2.011 / 2.693 / 99 / 99,1.066 / 1.243 / 99 / 99
2,1-2,1.343 / 1.772 / 99 / 99,1.273 / 1.594 / 6 / 99,1.808 / 1.849 / 5 / 99,1.405 / 1.772 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,1.271 / 1.350 / 99 / 99,1.954 / 2.300 / 99 / 99,1.000 / 1.000 / 99 / 99
4,2-0,1.665 / 1.776 / 53 / 53,0.935 / 1.542 / 47 / 47,1.353 / 1.802 / 70 / 70,1.490 / 1.776 / 72 / 72
5,2-1,1.320 / 1.618 / 35 / 35,1.434 / 2.146 / 44 / 44,1.056 / 2.269 / 75 / 75,1.187 / 1.420 / 32 / 32
6,2-2,0.934 / 1.272 / 29 / 29,0.958 / 1.272 / 42 / 42,1.074 / 1.272 / 74 / 74,0.980 / 1.272 / 49 / 49
7,2-3,1.216 / 1.216 / 43 / 43,1.216 / 1.216 / 47 / 47,1.216 / 1.216 / 49 / 49,1.216 / 1.216 / 33 / 33
8,2-4,1.336 / 1.652 / 59 / 59,1.362 / 1.652 / 76 / 76,1.334 / 1.652 / 65 / 65,1.401 / 1.652 / 55 / 55
9,2-5,1.287 / 1.580 / 57 / 57,1.305 / 1.801 / 34 / 34,1.466 / 2.216 / 68 / 68,1.243 / 1.681 / 50 / 50
10,2-6,0.629 / 0.629 / 41 / 41,1.023 / 1.029 / 49 / 49,1.040 / 1.183 / 66 / 66,0.635 / 1.094 / 75 / 75
11,2-7,0.979 / 1.530 / 65 / 65,1.434 / 2.077 / 51 / 51,2.386 / 3.103 / 63 / 63,1.196 / 1.942 / 43 / 43
