,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.020 / 1.178 /  9,1.000 / 1.000 /  9,1.387 / 1.847 /  9,1.177 / 1.178 /  9,1.000 / 1.000 /  9
1,1-1,1.027 / 1.245 /  9,1.055 / 1.245 /  9,1.447 / 1.574 /  9,1.175 / 1.245 /  9,1.031 / 1.129 /  9
2,1-2,1.043 / 1.390 /  9,1.665 / 1.878 /  9,1.893 / 1.893 /  9,1.130 / 1.390 /  9,1.000 / 1.000 /  9
3,1-3,1.000 / 1.000 /  9,1.495 / 1.977 /  9,1.317 / 1.755 /  9,1.394 / 1.660 /  9,1.827 / 2.331 /  9
4,2-0,1.466 / 1.759 /  9,1.386 / 1.386 /  8,1.326 / 1.461 /  6,1.426 / 1.747 /  9,1.386 / 1.386 /  9
5,2-1,0.919 / 0.919 / 10,0.919 / 0.919 /  7,0.919 / 0.919 /  8,0.919 / 0.919 /  7,0.919 / 0.919 /  3
6,2-2,1.183 / 1.183 /  4,1.183 / 1.183 /  6,1.102 / 1.124 /  5,1.202 / 1.298 /  6,1.213 / 1.422 /  8
7,2-3,0.941 / 0.941 /  6,1.032 / 1.170 /  5,1.302 / 1.616 /  7,1.116 / 1.323 /  7,0.941 / 0.941 /  8
8,2-4,0.952 / 0.952 /  8,1.091 / 1.336 /  8,1.355 / 1.633 /  8,1.013 / 1.323 /  6,0.952 / 0.952 /  8
9,2-5,1.387 / 1.601 / 11,1.427 / 1.481 /  8,1.679 / 1.732 /  7,1.481 / 1.481 /  3,1.341 / 1.341 /  5
10,2-6,0.930 / 0.930 /  8,1.105 / 1.105 /  9,1.082 / 1.082 /  8,1.172 / 1.172 / 11,1.622 / 1.798 /  7
11,2-7,0.889 / 0.889 /  5,0.966 / 1.027 /  9,1.059 / 1.288 /  8,1.027 / 1.027 /  7,1.027 / 1.027 /  4
12,2-8,0.983 / 1.252 /  8,0.893 / 0.893 /  7,0.893 / 0.893 /  5,0.893 / 0.893 /  9,0.996 / 1.252 /  7
13,2-9,0.891 / 0.891 / 11,0.891 / 0.891 /  5,0.891 / 0.891 /  7,0.984 / 1.272 /  8,0.891 / 0.891 /  8
14,2-10,1.520 / 1.709 /  6,2.569 / 2.852 /  6,1.791 / 2.061 / 10,2.461 / 2.467 /  5,2.287 / 2.661 /  6
15,2-11,1.240 / 1.351 /  8,1.224 / 1.224 /  5,1.161 / 1.252 / 10,1.224 / 1.224 /  5,1.224 / 1.224 /  7
