,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.033 / 1.060 /  9,1.012 / 1.060 /  9,1.044 / 1.117 /  9,1.007 / 1.060 /  9,0.947 / 1.000 /  9
1,1-1,1.282 / 1.282 /  9,1.282 / 1.282 /  9,1.504 / 1.830 /  9,1.282 / 1.282 /  9,1.421 / 1.513 /  9
2,1-2,1.020 / 1.088 /  9,1.000 / 1.000 /  9,1.761 / 1.761 /  9,1.039 / 1.088 /  9,1.538 / 1.538 /  9
3,1-3,0.931 / 1.000 /  9,0.932 / 1.106 /  9,0.828 / 1.102 /  9,1.046 / 1.417 /  9,0.935 / 1.754 /  9
4,2-0,0.892 / 0.892 /  8,0.892 / 0.892 /  7,0.892 / 0.892 /  5,0.892 / 0.892 /  9,0.892 / 0.892 /  6
5,2-1,1.199 / 1.455 /  6,1.154 / 1.182 /  6,1.140 / 1.140 /  7,1.152 / 1.182 /  8,1.050 / 1.182 /  7
6,2-2,0.894 / 0.894 /  8,0.929 / 1.242 / 10,0.943 / 1.242 /  7,0.929 / 1.242 / 10,0.894 / 0.894 /  9
7,2-3,1.200 / 1.200 /  9,1.203 / 1.222 /  7,0.980 / 1.200 /  9,1.204 / 1.222 /  5,1.423 / 1.423 /  8
8,2-4,1.026 / 1.026 /  9,1.026 / 1.026 /  7,1.086 / 1.326 /  5,1.026 / 1.026 /  5,1.269 / 1.318 /  6
9,2-5,0.812 / 0.812 /  7,0.812 / 0.812 /  9,1.020 / 1.020 /  4,0.812 / 0.812 / 10,1.108 / 1.108 /  9
10,2-6,0.893 / 0.893 /  8,0.893 / 0.893 /  7,0.893 / 0.893 /  5,0.893 / 0.893 /  8,0.893 / 0.893 /  2
11,2-7,0.890 / 0.890 /  6,0.946 / 1.283 /  7,0.890 / 0.890 /  6,1.021 / 1.283 /  6,1.005 / 1.339 /  7
12,2-8,1.037 / 1.124 /  8,0.935 / 1.239 /  8,0.892 / 0.892 /  6,1.098 / 1.124 /  9,0.892 / 0.892 /  3
13,2-9,0.965 / 1.317 /  5,0.888 / 0.963 /  8,1.106 / 1.212 /  7,0.940 / 1.171 /  6,0.892 / 0.892 /  3
14,2-10,0.952 / 0.952 /  9,0.952 / 0.952 / 12,0.952 / 0.952 /  8,0.952 / 0.952 /  7,0.952 / 0.952 /  6
15,2-11,1.005 / 1.308 /  5,0.982 / 1.296 /  7,1.167 / 1.167 /  7,0.929 / 0.929 /  6,1.331 / 1.647 /  6
