,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.029 / 1.261 /  9,1.614 / 1.846 /  9,1.029 / 1.261 /  9,44.922 / 389.359 /  9
1,1-1,1.000 / 1.000 /  9,1.133 / 1.133 /  9,1.133 / 1.133 /  9,1.000 / 1.000 /  9,6.739 / 52.652 /  9
2,1-2,1.309 / 1.670 /  9,1.091 / 1.237 /  9,1.207 / 1.670 /  9,1.092 / 1.244 /  9,1.587 / 2.311 /  9
3,1-3,1.619 / 1.885 /  9,1.617 / 1.739 /  9,2.049 / 2.517 /  8,1.532 / 1.885 /  9,1.482 / 2.548 /  9
4,2-0,0.894 / 0.894 /  8,0.894 / 0.894 /  8,1.488 / 1.488 /  9,0.894 / 0.894 /  5,17.184 / 109.088 /  7
5,2-1,0.892 / 0.892 /  7,0.892 / 0.892 /  4,0.904 / 0.990 /  8,0.892 / 0.892 /  7,0.892 / 0.892 /  9
6,2-2,0.889 / 0.889 /  8,0.889 / 0.889 /  5,0.889 / 0.889 / 10,0.889 / 0.889 /  9,0.889 / 0.889 /  4
7,2-3,0.948 / 0.948 /  6,1.063 / 1.200 /  9,1.258 / 1.425 /  3,0.948 / 0.948 /  4,0.925 / 0.993 /  5
8,2-4,0.935 / 1.183 /  7,1.362 / 1.493 /  4,1.300 / 1.300 /  4,1.406 / 1.493 /  8,1.051 / 1.313 /  8
9,2-5,0.983 / 1.438 /  6,0.839 / 0.839 /  9,0.914 / 0.990 /  4,0.892 / 0.892 /  4,35.183 / 343.489 / 10
10,2-6,0.888 / 0.888 /  7,0.888 / 0.888 /  7,1.202 / 1.202 /  7,0.888 / 0.888 /  4,1.522 / 2.050 /  6
11,2-7,1.092 / 1.552 /  8,0.855 / 0.855 /  6,1.000 / 1.291 /  6,0.988 / 1.465 /  7,0.909 / 0.909 /  9
12,2-8,0.697 / 0.913 /  5,0.643 / 0.643 /  7,0.682 / 0.913 /  7,0.697 / 0.913 /  5,0.643 / 0.643 /  5
13,2-9,1.132 / 1.541 /  6,1.065 / 1.185 /  9,1.159 / 1.541 /  9,1.168 / 1.860 /  8,1.151 / 1.860 /  8
14,2-10,0.950 / 0.950 /  7,0.950 / 0.950 /  7,1.208 / 1.378 /  8,0.950 / 0.950 /  8,7.431 / 39.795 /  6
15,2-11,1.149 / 1.459 /  7,1.225 / 1.994 /  7,1.097 / 1.097 /  7,1.225 / 1.994 /  7,1.133 / 1.459 / 10
