,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.110 / 1.329 /  9,1.323 / 1.686 /  9,1.464 / 1.866 /  9,1.000 / 1.000 /  9,1.285 / 1.535 /  9
1,1-1,1.747 / 1.817 /  9,1.822 / 2.162 /  9,2.151 / 2.433 /  9,1.449 / 1.831 /  9,1.948 / 2.199 /  9
2,1-2,1.000 / 1.000 /  9,1.000 / 1.000 /  9,2.244 / 2.486 /  9,1.188 / 1.188 /  9,1.000 / 1.000 /  9
3,1-3,1.397 / 1.716 /  9,1.123 / 1.408 /  9,1.414 / 1.716 /  9,1.451 / 1.899 /  9,1.362 / 1.408 /  9
4,2-0,1.081 / 1.081 /  4,1.657 / 1.657 /  7,1.660 / 1.684 /  8,1.255 / 2.166 /  8,1.084 / 1.105 /  7
5,2-1,0.892 / 0.892 /  7,1.140 / 1.140 /  5,1.140 / 1.140 /  8,0.892 / 0.892 /  6,1.043 / 1.043 /  2
6,2-2,1.870 / 1.870 /  5,1.921 / 2.040 / 10,1.904 / 2.106 /  7,1.870 / 1.870 /  9,1.887 / 2.011 /  8
7,2-3,1.633 / 1.871 /  7,1.593 / 1.593 /  5,1.597 / 1.611 / 10,1.598 / 1.622 /  6,1.593 / 1.593 /  9
8,2-4,1.177 / 1.378 /  7,0.891 / 1.112 /  7,0.802 / 0.802 /  6,1.212 / 1.378 /  8,1.136 / 1.299 /  8
9,2-5,1.733 / 1.733 /  7,1.658 / 1.733 /  6,1.738 / 1.769 /  7,1.835 / 2.210 / 12,1.708 / 1.733 /  9
10,2-6,0.924 / 0.924 /  6,0.940 / 1.041 /  7,0.973 / 1.221 /  6,0.966 / 1.221 /  7,0.973 / 1.221 /  6
11,2-7,1.394 / 1.745 /  5,1.458 / 1.979 /  8,1.055 / 1.081 /  5,1.348 / 1.447 / 10,1.504 / 1.745 /  7
12,2-8,1.410 / 1.726 /  8,1.165 / 1.609 /  9,1.174 / 1.384 /  6,1.391 / 1.609 /  5,1.533 / 2.053 /  8
13,2-9,1.120 / 1.146 /  9,1.196 / 1.457 /  8,1.121 / 1.146 /  8,1.166 / 1.412 /  6,1.117 / 1.117 /  6
14,2-10,1.326 / 1.375 /  8,1.501 / 1.837 /  8,1.127 / 1.492 /  7,1.263 / 1.355 /  9,1.311 / 1.326 / 10
15,2-11,0.977 / 0.977 /  8,1.233 / 1.328 /  7,1.247 / 1.523 /  9,0.977 / 0.977 /  9,1.139 / 1.237 /  9
