,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.074 / 1.346 /  9,1.246 / 1.626 /  9,1.758 / 1.758 /  9,1.065 / 1.065 /  9,1.505 / 1.599 /  9
1,1-1,1.041 / 1.371 /  9,1.176 / 1.419 /  9,1.093 / 1.419 /  9,1.045 / 1.404 /  9,1.047 / 1.419 /  9
2,1-2,1.000 / 1.000 /  9,1.182 / 1.820 /  9,1.132 / 1.396 /  9,1.091 / 1.424 /  9,1.000 / 1.000 /  9
3,1-3,1.282 / 1.721 /  9,1.933 / 2.291 /  9,2.722 / 2.722 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
4,2-0,0.890 / 0.890 /  8,0.890 / 0.890 /  7,0.890 / 0.890 /  5,0.950 / 1.314 /  7,0.974 / 1.484 /  7
5,2-1,1.170 / 1.170 /  7,1.170 / 1.170 /  8,1.359 / 1.768 /  8,1.281 / 1.528 /  7,1.204 / 1.478 /  9
6,2-2,1.363 / 1.363 /  8,1.431 / 1.635 /  8,1.363 / 1.363 /  6,1.443 / 1.443 /  9,1.393 / 1.635 /  9
7,2-3,0.944 / 1.707 /  9,0.694 / 0.694 /  6,0.722 / 1.003 / 11,0.863 / 1.707 /  6,0.896 / 1.707 / 10
8,2-4,0.919 / 1.160 / 10,0.726 / 0.726 /  5,0.892 / 0.892 /  6,0.892 / 0.892 /  7,0.892 / 0.892 /  5
9,2-5,0.894 / 0.894 /  7,0.943 / 1.286 /  8,0.990 / 1.286 /  8,1.025 / 2.197 / 10,1.267 / 2.197 /  7
10,2-6,1.150 / 1.700 /  7,1.124 / 1.390 /  5,1.091 / 1.390 / 10,1.105 / 1.390 /  7,1.058 / 1.058 /  7
11,2-7,0.916 / 1.790 /  9,0.781 / 0.989 /  7,0.755 / 0.979 / 10,0.844 / 1.718 /  9,1.114 / 2.118 /  9
12,2-8,0.941 / 0.941 /  8,1.067 / 1.380 /  7,0.991 / 1.445 / 10,1.095 / 1.445 /  9,0.983 / 1.445 / 12
13,2-9,0.894 / 0.894 /  6,0.894 / 0.894 /  9,0.894 / 0.894 /  7,0.894 / 0.894 /  9,0.894 / 0.894 /  7
14,2-10,0.919 / 0.919 /  5,0.919 / 0.919 /  7,0.919 / 0.919 /  6,0.919 / 0.919 /  7,0.919 / 0.919 /  7
15,2-11,0.895 / 0.895 /  9,0.934 / 1.240 /  9,0.916 / 1.059 /  8,0.986 / 1.545 /  9,0.956 / 1.200 /  5
