,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.380 / 1.842 / 99 / 99,1.298 / 1.565 / 99 / 99,1.387 / 1.766 / 99 / 99,1.480 / 1.908 / 99 / 99
1,1-1,1.178 / 1.863 / 99 / 99,1.956 / 2.243 / 99 / 99,2.352 / 2.642 / 99 / 99,1.545 / 2.119 / 99 / 99
2,1-2,1.523 / 2.130 / 99 / 99,1.820 / 2.310 / 99 / 99,2.277 / 3.004 / 99 / 99,1.509 / 2.130 / 99 / 99
3,1-3,2.104 / 2.857 / 99 / 99,2.549 / 2.859 / 99 / 99,2.978 / 3.292 / 99 / 99,2.530 / 3.134 / 99 / 99
4,2-0,1.149 / 1.701 / 33 / 33,1.059 / 1.305 / 29 / 29,1.094 / 1.701 / 32 / 32,0.939 / 1.305 / 39 / 39
5,2-1,1.273 / 2.211 / 47 / 47,1.225 / 1.585 / 35 / 35,1.106 / 1.354 / 58 / 58,1.666 / 2.480 / 71 / 71
6,2-2,1.066 / 1.334 / 23 / 23,1.058 / 1.260 / 52 / 52,1.355 / 1.586 / 64 / 64,0.933 / 1.334 / 48 / 48
7,2-3,1.176 / 1.340 / 40 / 40,1.181 / 1.334 / 53 / 53,1.245 / 1.708 / 51 / 51,1.205 / 1.340 / 43 / 43
8,2-4,1.390 / 2.049 / 31 / 31,1.369 / 2.352 / 41 / 41,1.432 / 2.361 / 64 / 64,1.592 / 2.020 / 51 / 51
9,2-5,0.953 / 1.257 / 46 / 46,0.889 / 0.889 / 20 / 20,1.055 / 1.257 / 31 / 31,1.110 / 1.327 / 37 / 37
10,2-6,1.288 / 1.529 / 38 / 38,1.369 / 1.842 / 29 / 29,1.255 / 1.899 / 43 / 43,1.474 / 2.189 / 44 / 44
11,2-7,1.326 / 1.802 / 45 / 45,1.311 / 1.585 / 57 / 57,1.448 / 1.989 / 57 / 57,1.379 / 2.178 / 74 / 74
12,2-8,1.322 / 1.998 / 60 / 60,1.403 / 1.998 / 59 / 59,1.394 / 1.998 / 43 / 43,1.417 / 2.186 / 39 / 39
13,2-9,1.321 / 2.186 / 40 / 40,0.912 / 0.912 / 41 / 41,0.947 / 1.238 / 64 / 64,1.647 / 2.155 / 61 / 61
14,2-10,1.449 / 1.632 / 54 / 54,1.244 / 1.591 / 67 / 67,1.654 / 1.760 / 46 / 46,1.381 / 1.481 / 43 / 43
15,2-11,0.918 / 0.918 / 29 / 29,0.918 / 0.918 / 56 / 56,0.918 / 0.918 / 53 / 53,0.918 / 0.918 / 40 / 40
16,2-12,1.085 / 2.141 / 49 / 49,1.103 / 2.274 / 47 / 47,1.123 / 2.041 / 33 / 33,1.154 / 1.683 / 30 / 30
17,2-13,1.514 / 2.002 / 47 / 47,1.503 / 1.969 / 66 / 66,1.446 / 2.298 / 43 / 43,1.440 / 2.264 / 62 / 62
18,2-14,1.517 / 1.925 / 41 / 41,1.515 / 1.721 / 41 / 41,1.782 / 2.399 / 66 / 66,1.331 / 1.576 / 31 / 31
19,2-15,1.335 / 1.925 / 44 / 44,1.134 / 1.455 / 33 / 33,1.577 / 2.089 / 28 / 28,1.413 / 1.925 / 46 / 46
