,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,0.812 / 1.674 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.197 / 1.633 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.729 / 3.370 / 99 / 99,1.160 / 1.633 / 99 / 99
2,1-2,1.413 / 1.829 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.499 / 2.874 / 99 / 99,1.448 / 1.829 / 99 / 99
3,1-3,1.376 / 1.524 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.720 / 1.964 / 99 / 99,1.319 / 1.438 / 99 / 99
4,1-4,1.426 / 1.583 / 99 / 99,-1.000 / -1.000 / 0 / 99,3.302 / 3.836 / 99 / 99,1.441 / 1.583 / 99 / 99
5,1-5,1.830 / 2.406 / 99 / 99,-1.000 / -1.000 / 0 / 99,51.042 / 1011.074 / 94 / 99,2.378 / 2.993 / 99 / 99
6,1-6,1.531 / 2.342 / 99 / 99,-1.000 / -1.000 / 0 / 99,3.179 / 4.021 / 99 / 99,1.526 / 2.686 / 99 / 99
7,2-0,1.124 / 1.154 / 41 / 41,-1.000 / -1.000 / 0 / 55,0.855 / 0.855 / 26 / 26,1.137 / 1.154 / 42 / 42
8,2-1,1.050 / 1.304 / 35 / 35,-1.000 / -1.000 / 0 / 71,1.317 / 1.607 / 38 / 38,1.015 / 1.304 / 41 / 41
9,2-2,1.075 / 1.252 / 44 / 44,-1.000 / -1.000 / 0 / 27,23.077 / 1384.724 / 66 / 66,1.007 / 1.252 / 68 / 68
10,2-3,0.980 / 1.817 / 41 / 41,-1.000 / -1.000 / 0 / 42,84.147 / 2078.631 / 45 / 45,1.011 / 1.214 / 55 / 55
11,2-4,0.939 / 1.206 / 58 / 58,-1.000 / -1.000 / 0 / 46,1.038 / 1.206 / 29 / 29,0.969 / 1.206 / 23 / 23
12,2-5,1.293 / 2.002 / 55 / 55,-1.000 / -1.000 / 0 / 41,2.047 / 3.136 / 51 / 51,2.256 / 2.803 / 62 / 62
13,2-6,0.894 / 0.894 / 37 / 37,-1.000 / -1.000 / 0 / 48,0.753 / 0.753 / 6 / 6,0.894 / 0.894 / 66 / 66
14,2-7,1.420 / 2.358 / 62 / 62,-1.000 / -1.000 / 0 / 65,2.064 / 3.604 / 62 / 62,1.536 / 2.358 / 60 / 60
15,2-8,1.890 / 2.064 / 56 / 56,-1.000 / -1.000 / 0 / 47,1.223 / 1.877 / 62 / 62,1.803 / 2.252 / 66 / 66
16,2-9,1.480 / 2.535 / 50 / 50,-1.000 / -1.000 / 0 / 51,2.639 / 3.075 / 39 / 39,1.375 / 1.803 / 52 / 52
17,2-10,1.039 / 1.350 / 27 / 27,-1.000 / -1.000 / 0 / 49,3.205 / 3.783 / 42 / 42,1.230 / 3.532 / 24 / 24
18,2-11,1.148 / 2.066 / 54 / 54,-1.000 / -1.000 / 0 / 34,1.383 / 2.004 / 71 / 71,1.205 / 2.066 / 37 / 37
19,2-12,1.773 / 2.153 / 55 / 55,-1.000 / -1.000 / 0 / 58,0.848 / 1.120 / 51 / 51,1.574 / 2.110 / 41 / 41
20,2-13,1.062 / 1.539 / 29 / 29,-1.000 / -1.000 / 0 / 63,58.028 / 2331.566 / 50 / 50,1.983 / 2.349 / 46 / 46
21,2-14,0.848 / 1.530 / 52 / 52,-1.000 / -1.000 / 0 / 47,1.683 / 2.018 / 42 / 42,0.835 / 0.835 / 63 / 63
22,2-15,2.005 / 2.231 / 59 / 59,-1.000 / -1.000 / 0 / 58,1.807 / 2.255 / 56 / 56,2.052 / 2.400 / 56 / 56
23,2-16,1.506 / 2.062 / 47 / 47,-1.000 / -1.000 / 0 / 59,1.536 / 1.667 / 36 / 41,1.510 / 1.923 / 42 / 42
24,2-17,0.959 / 1.021 / 35 / 35,-1.000 / -1.000 / 0 / 62,1.320 / 1.403 / 37 / 37,0.944 / 1.021 / 46 / 46
25,2-18,1.282 / 1.530 / 66 / 66,-1.000 / -1.000 / 0 / 56,0.988 / 1.469 / 60 / 60,1.180 / 1.530 / 42 / 42
26,2-19,2.007 / 2.477 / 37 / 37,-1.000 / -1.000 / 0 / 65,1.647 / 2.059 / 57 / 57,1.386 / 1.758 / 28 / 28
27,2-20,1.386 / 1.900 / 58 / 58,-1.000 / -1.000 / 0 / 44,32.926 / 1928.960 / 62 / 63,1.657 / 2.504 / 40 / 40
