,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.242 / 1.261 / 99 / 99,1.282 / 1.612 / 99 / 99,1.267 / 1.612 / 99 / 99,1.258 / 1.261 / 99 / 99
1,1-1,1.138 / 1.370 / 99 / 99,1.306 / 1.504 / 99 / 99,1.950 / 2.270 / 99 / 99,1.324 / 1.552 / 99 / 99
2,1-2,1.754 / 1.884 / 99 / 99,1.675 / 1.884 / 99 / 99,1.698 / 1.884 / 99 / 99,1.793 / 1.884 / 99 / 99
3,1-3,1.077 / 1.333 / 99 / 99,1.828 / 2.348 / 99 / 99,1.559 / 1.746 / 99 / 99,1.174 / 1.308 / 99 / 99
4,1-4,1.806 / 1.980 / 99 / 99,1.781 / 1.980 / 99 / 99,1.801 / 1.980 / 99 / 99,1.864 / 1.980 / 99 / 99
5,2-0,1.343 / 1.384 / 54 / 54,1.445 / 1.490 / 35 / 35,1.299 / 1.397 / 60 / 60,1.491 / 1.528 / 60 / 60
6,2-1,1.802 / 2.300 / 59 / 59,1.766 / 2.300 / 55 / 55,1.846 / 2.300 / 53 / 53,1.689 / 1.981 / 67 / 67
7,2-2,0.935 / 1.419 / 41 / 41,0.950 / 1.285 / 39 / 39,1.610 / 1.955 / 71 / 71,1.349 / 1.673 / 42 / 42
8,2-3,1.984 / 2.136 / 17 / 17,1.292 / 1.622 / 52 / 52,1.275 / 1.275 / 51 / 51,0.919 / 0.919 / 56 / 56
9,2-4,1.720 / 2.163 / 53 / 53,1.706 / 2.163 / 67 / 67,2.233 / 2.717 / 66 / 66,1.686 / 2.163 / 41 / 41
10,2-5,0.907 / 1.210 / 47 / 47,0.953 / 1.210 / 32 / 32,1.025 / 1.210 / 65 / 65,0.893 / 0.893 / 50 / 50
11,2-6,0.982 / 0.982 / 77 / 77,0.982 / 0.982 / 59 / 59,0.983 / 1.156 / 67 / 67,1.006 / 1.546 / 47 / 47
12,2-7,0.919 / 0.919 / 37 / 37,1.043 / 1.043 / 45 / 45,1.371 / 1.371 / 64 / 64,1.086 / 1.086 / 38 / 38
13,2-8,1.432 / 1.470 / 36 / 36,1.909 / 2.142 / 64 / 64,1.867 / 1.908 / 41 / 41,1.426 / 1.470 / 57 / 57
14,2-9,1.152 / 1.575 / 45 / 45,1.123 / 1.463 / 46 / 46,1.312 / 1.575 / 45 / 45,1.126 / 1.575 / 21 / 21
15,2-10,2.436 / 2.855 / 52 / 52,1.750 / 2.590 / 79 / 79,1.477 / 1.769 / 30 / 30,2.409 / 2.855 / 64 / 64
16,2-11,1.230 / 1.692 / 39 / 39,1.102 / 1.453 / 42 / 42,1.065 / 1.065 / 38 / 38,1.065 / 1.065 / 30 / 30
17,2-12,1.616 / 1.945 / 50 / 50,1.535 / 1.887 / 39 / 39,1.994 / 2.201 / 52 / 52,1.605 / 1.925 / 64 / 64
18,2-13,1.617 / 2.130 / 59 / 59,0.941 / 0.941 / 45 / 45,2.375 / 2.670 / 49 / 49,1.792 / 2.284 / 69 / 69
19,2-14,2.443 / 2.703 / 54 / 54,2.489 / 2.666 / 62 / 62,0.889 / 0.889 / 66 / 66,2.640 / 2.872 / 32 / 32
