,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.652 / 1.929 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.842 / 2.477 / 99 / 99
2,1-2,1.276 / 1.726 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.334 / 1.694 / 99 / 99
3,1-3,1.246 / 1.393 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.166 / 1.393 / 99 / 99
4,1-4,1.373 / 2.067 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.632 / 2.067 / 99 / 99
5,1-5,1.065 / 1.342 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
6,1-6,2.069 / 2.358 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.121 / 2.682 / 99 / 99
7,1-7,1.333 / 1.538 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.344 / 1.389 / 99 / 99
8,1-8,1.649 / 1.985 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.943 / 2.245 / 99 / 99
9,1-9,1.008 / 1.026 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.164 / 1.164 / 99 / 99
10,1-10,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
11,2-0,0.917 / 1.256 / 37 / 37,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 52,1.202 / 1.256 / 63 / 63
12,2-1,1.319 / 1.640 / 43 / 43,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 68,1.273 / 1.273 / 25 / 25
13,2-2,1.759 / 2.068 / 39 / 39,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 48,1.746 / 2.064 / 34 / 34
14,2-3,0.999 / 1.392 / 68 / 68,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 51,1.022 / 1.257 / 35 / 35
15,2-4,1.816 / 1.854 / 58 / 58,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 64,1.321 / 1.321 / 61 / 61
16,2-5,1.321 / 1.530 / 61 / 61,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 48,1.472 / 1.530 / 45 / 45
17,2-6,1.137 / 1.258 / 24 / 24,-1.000 / -1.000 / 0 / 48,-1.000 / -1.000 / 0 / 58,1.195 / 1.766 / 38 / 38
18,2-7,1.963 / 1.963 / 41 / 41,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 53,1.963 / 1.963 / 64 / 64
19,2-8,0.927 / 0.943 / 59 / 59,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 60,0.925 / 0.943 / 38 / 38
20,2-9,2.050 / 2.322 / 71 / 71,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 54,1.944 / 2.210 / 37 / 37
21,2-10,2.567 / 3.181 / 75 / 75,-1.000 / -1.000 / 0 / 62,-1.000 / -1.000 / 0 / 46,1.949 / 3.181 / 49 / 49
22,2-11,1.852 / 2.304 / 73 / 73,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 33,1.709 / 2.304 / 45 / 45
23,2-12,1.264 / 1.755 / 37 / 37,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 32,1.553 / 1.798 / 17 / 17
24,2-13,1.742 / 1.995 / 62 / 62,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 30,1.705 / 1.854 / 30 / 30
25,2-14,3.532 / 3.573 / 35 / 35,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 48,3.559 / 3.674 / 49 / 49
26,2-15,2.152 / 2.676 / 52 / 52,-1.000 / -1.000 / 0 / 72,-1.000 / -1.000 / 0 / 57,2.381 / 2.871 / 36 / 36
27,2-16,1.133 / 1.477 / 35 / 35,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 67,1.074 / 1.365 / 37 / 37
28,2-17,1.129 / 1.762 / 50 / 50,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 48,1.002 / 1.548 / 59 / 59
29,2-18,1.240 / 1.680 / 56 / 56,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 65,1.067 / 1.067 / 1 / 1
30,2-19,0.888 / 0.888 / 67 / 67,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 33,0.888 / 0.888 / 31 / 31
31,2-20,1.420 / 1.626 / 28 / 28,-1.000 / -1.000 / 0 / 70,-1.000 / -1.000 / 0 / 43,1.518 / 1.726 / 29 / 29
32,2-21,1.129 / 1.489 / 48 / 48,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 57,1.526 / 2.025 / 29 / 29
